column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,column_x,aggregate
1978:Q3,74.34,72.82,74.88,76.41,73.03,78.93,72.41,53.7,73.71,48.1,55.6,73.01,67.06,34.4,45.46,88.81,53.63,72.99,75.63,61.31,93.43,9.122890223274547,,64.88
1978:Q4,73.08,73.33,75.46,76.41,73.85,78.79,72.22,54.55,73.82,48.1,55.73,73.97,67.77,36.13,45.74,88.96,54.34,73.78,75.87,61.5,94.02,9.124923036782926,,65.24
1979:Q1,74.35,73.32,75.55,76.1,74.18,78.38,71.78,55.3,73.35,48.48,55.49,74.87,68.39,35.91,46.13,90.57,55.15,75.5,75.54,61.82,95.72,9.06228153468999,,65.58
1979:Q2,73.77,73.89,77.31,75.99,74.03,78.09,71.42,56.34,73.22,49.13,55.24,75.67,68.58,35.38,46.7,89.72,55.22,75.26,75.91,61.13,95.38,8.978252613724838,,65.39
1979:Q3,72.8,74.46,76.67,76.02,73.9,77.79,71,57.18,72.79,49.53,54.93,76.33,68.7,35.93,47.4,88.3,56.14,74.4,76.08,61.1,97.39,8.856378289994295,,65.39
1979:Q4,72.78,75.02,77.71,76.17,74.29,77.46,70.54,58.02,73.16,51.8,54.54,76.76,68.65,35.38,48.2,86.28,57.42,74.22,76.11,61.07,101.74,8.698385297892361,,65.62
1980:Q1,72.92,76.45,77.79,76.08,74.41,76.86,69.67,58.68,72.37,49.92,53.2,76.14,68.22,32.56,49.14,81.44,58.17,72.67,76.92,60.89,104.53,8.367772794280132,,65.15
1980:Q2,74.24,76.84,78.05,76.68,73.53,76.41,69.29,59.21,72.49,50.14,52.93,78.12,68.27,32.18,50.23,78.8,58.22,71.77,76.59,60,101.57,8.201828133281076,,64.78
1980:Q3,73.86,77.03,77.87,76.44,73.29,75.9,69.01,59.15,72.77,50.78,52.83,77.99,68.52,31.59,51.11,77.48,58.95,72.04,76.42,60.4,99.55,8.057773888782377,,64.91
1980:Q4,74.59,77.02,78.16,77.51,73.35,75.34,68.81,58.92,73.04,50.36,52.84,79.79,68.89,30.98,51.63,76.99,59.56,72.89,76,61.22,97.31,7.9347789931437,,65.35
1981:Q1,74.04,76.75,79.55,77.63,73.38,74.11,68.84,58.67,73.6,50.41,54.73,81.34,69.15,32.64,52.52,77.52,59.77,75.04,75.45,60.86,97.13,7.850316708533807,,65.45
1981:Q2,75.34,76.44,79.63,77.45,73.13,73.89,68.74,58.36,73.64,49.62,54.61,81.97,70.03,32.75,53.21,77.26,59.08,74.59,74.95,60.76,96.99,7.761391596578337,,65.49
1981:Q3,75.31,76.09,79.77,76.91,72.66,74.02,68.65,59.12,73.18,49.44,54.28,82.29,70.43,32.76,54.32,76.75,57.93,74.95,74.47,61.61,96.81,7.686251377225195,,65.81
1981:Q4,76.28,75.68,80.19,77.17,72.07,74.42,68.58,59.7,73.23,49.84,53.63,82.18,70.77,33.25,56.03,76.03,58.96,75.6,74.06,61.59,96.87,7.624807678222329,,65.86
1982:Q1,75.72,74.95,81.43,77.51,71.55,76.98,68.62,60.76,73.61,49.07,51.81,81.29,71.02,34.54,57.32,76.58,59.14,77.08,73.24,61.52,97.98,7.712633828590944,,65.86
1982:Q2,77.1,74.54,79.87,77.45,71.01,77.32,68.52,61.3,73.41,50.33,51,81.71,71.79,35.01,58.66,76.51,58.23,75.31,72.9,61.7,95.94,7.624732701877495,,66.01
1982:Q3,75.14,74.15,78.84,77.09,70.3,77.43,68.38,61.91,74.08,49.67,50.4,80.89,72.09,35.49,59.85,76.37,57.51,74.46,72.49,61.8,95.76,7.499058622714819,,65.9
1982:Q4,75.29,73.72,76.83,77.28,69.71,77.35,68.21,62.78,74.26,49.77,50.04,80.56,72.41,35.93,60.44,75.76,58.03,72.92,71.97,61.92,94.64,7.3376658167425335,,65.85
1983:Q1,75.25,73.35,75.98,77.02,69.71,75.44,68.18,63.6,73.43,49.71,49.75,81.39,72.67,36.13,61.07,74.43,58.39,71.38,71.62,62.28,96.19,7.028156475987846,,65.97
1983:Q2,72.36,72.97,75.08,76.82,69.74,75.26,67.91,64.23,72.89,50.8,49.69,81.88,73.16,37.11,61.23,74.33,58.55,71.14,71.25,62.62,96.32,6.851423480877129,,66.15
1983:Q3,77.14,72.67,79.23,77.05,69.34,75.17,67.56,64.57,72.48,50.61,49.67,82.26,73.61,38.35,61.34,73.92,58.67,71.57,71.19,63.33,96.11,6.68877149444654,,66.73
1983:Q4,75.32,72.46,77.42,76.99,69.66,75.15,67.15,64.64,72.05,50.87,49.7,81.65,73.73,39,61,73.76,59.62,72.52,71.39,64.51,96.54,6.539640868084447,,67.12
1984:Q1,75.9,72.29,76.74,76.98,70.11,76.48,66.14,64.29,71.28,51.77,50.07,81.44,73.93,39.64,60.78,74.26,59.53,74.25,71.62,65.53,97.67,6.321865139786893,,67.61
1984:Q2,76.58,72.11,79.27,77.14,70.54,76.47,65.82,65.05,71.18,51.5,50.18,81.97,74.24,40.47,60.58,74.81,60.08,74.74,72.02,66.45,101.11,6.231817021801194,,68.25
1984:Q3,75.55,71.89,79.83,77.62,71.11,76.39,65.64,65.28,70.99,52.01,50.33,82.57,74.66,41.27,60.23,75.39,59.79,74.88,72.39,67.17,100.2,6.184523911038451,,68.72
1984:Q4,76.23,71.56,80.56,77.75,71.46,76.17,65.58,65.34,71.06,53.64,50.54,83.24,75.33,41.66,60.26,75.94,60.69,74.88,72.81,67.54,99.61,6.179277316252263,,69.18
1985:Q1,77.28,71.14,80.35,77.86,71.21,74.54,65.59,66.16,71.33,53.45,50.86,83.84,75.45,41.93,59.95,74.53,61.44,73.45,73.41,67.33,98.94,6.2205247599378,,69.12
1985:Q2,75.74,71.14,82.34,78.06,71.6,74.63,65.78,66.29,71.26,54.46,51.01,83.87,76.17,42.85,60.28,76.29,61.13,72.66,73.9,68.26,96.6,6.298942699501481,,69.76
1985:Q3,75.68,71.53,81.29,78.78,72.56,75.14,66.07,66.85,71.38,54,51.07,84.23,76.84,43.38,61.04,76.46,61.39,72.56,74.52,68.03,95.09,6.420513114341028,,69.82
1985:Q4,77.06,72.33,81.84,78.88,73.05,76.15,66.47,67.49,71.72,55.07,51.01,84.3,77.31,44.32,61.9,77.59,61.85,74.19,75.24,68.55,94.32,6.587834298383836,,70.36
1986:Q1,76.67,74.01,81.23,79.52,73.92,78.84,67.15,67.33,72.32,55.14,50.51,84.2,77.31,46.32,63.6,76.92,63.51,75.38,76.34,69.03,90.88,7.071546758488215,,70.73
1986:Q2,76.2,74.79,81.83,80.07,75.44,79.79,67.64,67.59,72.69,57.04,50.54,84.84,77.58,48.2,64.69,77.92,62.47,76.2,76.96,69.79,91.22,7.240743913300348,,71.5
1986:Q3,74.93,75.18,81.18,80.85,76,80.16,68.14,68.44,73.06,56.79,50.77,85.54,77.81,49.39,65.11,78.88,61.46,76.12,77.37,70.06,91.75,7.350100991244958,,71.78
1986:Q4,74.92,75.19,81.15,81.68,76.64,79.99,68.67,69.48,73,57.23,51.2,86.19,77.97,51.4,65.32,78.32,61.38,75.72,77.61,70.05,94.13,7.397245920660069,,72.02
1987:Q1,73.43,74.13,82.07,82.44,77.55,78.22,69.18,70.8,72.65,55.4,52.07,86.7,78.24,51.93,65.28,77.66,61.56,78.37,77.31,70.34,94.95,7.190378031738843,,72.18
1987:Q2,74.19,74.09,81.79,83.36,78.01,77.83,69.78,71.86,72.72,56.71,52.54,87.29,78.33,53.63,65.35,77.95,61.66,79.88,77.41,69.69,94.99,7.190750047404101,,72.18
1987:Q3,75,74.33,82.78,84.21,78.38,77.74,70.43,72.75,73.14,57.17,52.88,87.67,78.95,54.61,65.39,78.48,61.36,81.17,77.5,70.61,92.48,7.208733389314667,,72.85
1987:Q4,73.29,74.85,83.12,84.99,78.96,77.93,71.12,73.03,73.71,57.5,53.11,88.17,79.83,56.05,65.9,78.61,61.26,82.51,77.56,71.39,93,7.246211076035601,,73.48
1988:Q1,74.36,75.55,82.81,85.87,80.02,78.85,71.99,71.89,74.37,58.72,52.85,88.91,80.95,57.31,66.3,76.88,61.24,81.74,77.5,72.23,93.49,6.76532701111714,,74.27
1988:Q2,74.44,76.26,84.83,86.39,80.39,79.15,72.7,72.99,74.91,59.9,53.09,89.66,82.03,58.88,67.16,77.44,61.17,83.19,77.63,72.81,95.09,7.103510570050769,,75.02
1988:Q3,73.35,76.86,86.61,87.34,80.29,79.31,73.39,73.7,75.4,60.27,53.45,90.23,82.92,60.16,68.09,77.89,61.67,82.28,77.79,73.32,97.56,7.803285793977918,,75.59
1988:Q4,74.88,77.36,87.74,87.94,81.2,79.31,74.06,74.95,75.9,60.86,53.87,90.92,83.62,60.83,69.54,79.04,62.66,82.86,78.02,73.88,95.96,9.00369078017289,,76.23
1989:Q1,76.49,77.97,88.45,89.02,80.63,79.56,74.37,77.04,76.87,61.34,54.97,91.57,84.78,61.41,71.1,80.26,62.58,83.2,77.73,74.5,96.35,14.103862066592283,,76.86
1989:Q2,77.08,78.59,88.73,89.05,80.95,79.51,75.11,78.19,77.36,62.23,55.48,92.17,84.87,62.43,72.48,81.22,61.59,82.45,78.09,74.21,95.21,16.48333131075225,,77
1989:Q3,76.16,79.42,87.49,89.87,82.15,79.58,75.96,79.12,77.9,64.69,55.99,93,86.05,63.83,74.07,82.48,62.55,82.53,78.57,74.56,95.85,18.522428951054163,,77.69
1989:Q4,78.29,80.41,88.08,89.89,83.31,79.77,76.9,79.69,78.49,64.15,56.49,93.43,87.27,64.34,75.26,84.07,63.08,82.04,79.17,74.97,94.48,20.023981737410832,,78.28
1990:Q1,78.61,81.93,89.72,90.44,83.65,80.5,78.37,78.37,79.21,67.51,56.72,91.29,88.28,65.06,76.75,86.99,62.95,81.72,80.17,74.99,92.53,20.396198482433856,,78.78
1990:Q2,78.18,82.94,86.7,90.89,84.68,79.2,79.3,79.11,79.92,66.61,57.12,94.91,89.32,66.39,78.05,87.92,63.28,81.32,80.77,75.28,92.74,20.654195300987553,,79.28
1990:Q3,77.12,83.8,87.76,90.72,85.82,79.19,80.15,79.71,80.22,66.59,57.45,95.26,90.76,67.76,79.69,88.5,63.34,81.08,81.34,75.09,93.21,20.40513495123461,,79.63
1990:Q4,77.44,84.53,87.89,90.4,86.29,79.51,80.92,79.85,80.59,67.06,57.71,95.94,91.55,69.38,81.85,88.35,64.27,79.24,81.68,74.36,93.06,19.72423493329111,,79.66
1991:Q1,76.1,85.05,87.11,91.19,87.19,80.11,81.91,80.23,80.88,66.67,57.94,94.65,92.19,71.96,83.84,85.64,64.73,81.1,83.25,74.38,91.37,19.458562235809993,,79.78
1991:Q2,76.43,85.68,85.17,91.23,88.92,80.28,82.4,80.6,81.22,66.78,58.12,97.13,92.88,73.74,85.29,85.71,64.1,80.94,83.73,74.7,90.14,18.356504824539982,,80.3
1991:Q3,76.76,86.35,85.48,91.14,86.74,81.29,82.7,81.06,81.5,68.98,58.26,97.04,93.67,74.7,86.29,85.27,64.91,79.99,84.54,74.83,88.98,17.27974834816625,,80.49
1991:Q4,75.77,87.05,86.09,90.9,88.07,81.32,82.83,80.13,81.68,68.79,58.36,97.93,93.81,75.21,86.18,85.52,66.34,79.7,85.75,75.29,89.11,16.284021558390542,,80.89
1992:Q1,77.05,87.94,85.78,90.55,89.86,82.25,82.32,80.03,82.27,69.67,58.02,95.72,94.15,75.32,86.11,87.17,66,77.46,86.72,76.6,88.57,13.653915022593763,,81.61
1992:Q2,76.68,88.49,86.1,90.33,88.67,82.24,82.31,79.86,82.43,70.42,58.26,97.55,93.43,76,85.78,87.6,67.98,76.68,87.55,77.25,87.98,13.64417274696599,,81.9
1992:Q3,78.08,88.82,87.34,90.39,88.86,82.39,82.33,79.53,82.65,71.12,58.68,97.28,93.35,76.46,86.01,87.8,67.58,76.69,87.52,77.42,86.65,14.413118528301485,,82.1
1992:Q4,77.65,88.95,85.6,90.09,91,81.75,82.36,77.81,82.93,71.81,59.28,97.29,93.43,77.51,87.07,87.55,68.35,76.3,86.69,77.46,86.86,16.1086687611363,,82.31
1993:Q1,77.35,88.54,86.04,89.92,88.72,81.09,82.83,75.75,82.8,72.12,60.9,93.47,93.32,77.5,87.67,85.81,69.46,76.57,83.98,77.68,85.99,25.209434272288057,,82
1993:Q2,77.48,88.56,88.84,89.36,89.24,80.9,82.74,74.86,82.91,73.7,61.41,92.87,93.48,78.21,88.58,85.59,68.59,77.35,83.84,77.63,86.03,28.685218642358976,,82.23
1993:Q3,76.65,88.68,85.83,89.14,89.75,81.11,82.52,74.41,83.07,74.69,61.66,92.3,93.24,79.48,88.4,85.36,67.13,76.98,83.91,77.54,85.65,31.606814469622147,,82.13
1993:Q4,77.54,88.89,84.71,89.71,90.18,80.72,82.16,73,83.17,75.13,61.67,91.99,93.54,80.38,87.54,85.4,67.89,77.75,83.55,77.78,85.01,34.0092988238634,,82.32
1994:Q1,79.23,88.78,85.64,89.94,90.26,80.76,80.59,71.13,82.77,74.73,60.22,92.16,93.84,81.83,87.19,86.13,69.81,76.85,83.32,78.17,85.64,35.589006127390455,,82.56
1994:Q2,80.47,89.31,85.9,90.71,89.23,80.91,80.44,70.85,83.02,74.34,60.33,92.03,94.16,82.81,86.68,86.68,69.57,77.13,83.17,78.77,84.95,38.05749983457923,,82.83
1994:Q3,79.81,90.05,85.37,91.34,89.82,81.89,80.59,71.16,83.29,75.82,60.74,92.01,94.35,83.31,87.37,87.12,69.39,78.08,82.95,79.08,84.92,41.049869883437,,83.16
1994:Q4,80.81,90.99,85.91,91.58,91.36,82.6,81.03,71.59,83.81,75.54,61.45,92.6,94.39,85.11,89.53,87.46,70.44,78.08,82.76,79.91,84.84,44.72581518892876,,83.83
1995:Q1,81.24,93.44,85.95,92,90.96,84.92,82.68,74.85,85.04,76.15,63.42,92.46,94.66,85.71,91.54,87.92,71.06,80.18,82.6,80.53,85.38,53.73916633062916,,84.39
1995:Q2,80.63,94.49,85.97,92,91.56,86.07,83.28,76.21,85.58,76.52,64.26,92.42,95.02,86.11,93.21,88.61,71.35,80.22,82.74,80.61,85.13,58.08548608610532,,84.64
1995:Q3,82.17,94.88,85.69,91.96,91.39,87.37,83.77,77.21,85.69,76.95,64.99,92.1,95.02,86.21,95.13,89.29,71.19,80.92,82.82,81.09,87.25,61.56336766322075,,84.96
1995:Q4,82.91,95.73,86.07,91.76,90.97,87.98,84.16,77.21,85.79,78.18,65.61,92.53,94.88,88.02,95.58,89.94,72.14,80.88,82.75,81.38,87.07,63.981758409199436,,85.27
1996:Q1,83.52,93.9,85.46,90.79,91.74,87.62,84.48,75.32,85.37,79.05,65.47,93.85,94.84,90.62,95.15,89.96,73.29,82.01,81.99,81.96,88.18,62.16370078747917,,85.73
1996:Q2,84.07,94.24,84.76,90.89,91.62,87.42,84.69,75.47,85.33,79.96,66.14,94.13,94.78,90.82,95.73,90.65,73.97,82.45,82.35,82.49,88.77,63.31775432176172,,86.04
1996:Q3,84.11,94.07,84.78,91.52,92.05,87.6,84.8,76.08,85.8,80.07,66.94,94.19,95.17,90.64,95.82,91.65,74.22,83.23,82.1,82.94,88.62,64.45977683359006,,86.38
1996:Q4,84.57,94.12,85.54,91.68,91.69,87.14,84.82,76.78,86.01,80.06,67.9,94.57,95.5,91.53,96.03,92.26,74.79,83.68,81.99,83.13,87.54,65.58840489773374,,86.58
1997:Q1,84.53,94.15,85.54,92.17,91.3,87.17,84.1,78.12,85.98,83.19,68.71,94.38,95.71,92.11,97.4,93.58,75.68,85.37,82.25,83.57,89.06,66.78736839876318,,87.01
1997:Q2,85.63,94.81,85.92,92.54,92.21,87.22,84.2,79.27,86.56,82.93,70.41,94.43,94.69,91.79,98.26,94.37,76.16,85.74,81.62,84.12,88.95,67.8519779126891,,87.27
1997:Q3,85.48,94.47,87.25,92.76,91.76,87.49,84.48,79.96,86.7,83.22,71.44,94.08,95,90.98,99.31,94.9,78.51,85.44,81.63,84.91,88.99,68.86287416871552,,87.67
1997:Q4,84.97,95.08,86.76,93.31,92.43,87.87,84.93,80.02,87.18,83.21,72.11,93.9,95.39,89.39,100.54,95.33,79.45,85.52,82.07,85.89,88.11,69.8171998967846,,88.15
1998:Q1,83.89,95.8,87.29,93.73,92.65,89.42,85.68,80.1,87.94,85.38,74.4,92.99,95.49,85.83,101.77,96.3,80.54,84.53,82.68,87.45,89.38,71.37683803945372,,88.93
1998:Q2,83.99,95.88,87.37,94.35,92.19,89.93,86.39,80.65,88.6,84.77,75.66,92.85,95.41,86.32,103.12,97.1,80.31,84.47,83.37,88.47,88.76,71.94867332389524,,89.38
1998:Q3,85.93,96.63,88.21,95.22,92.99,89.95,87.21,81.82,89.41,86.08,77.18,92.99,95.44,87.04,103.24,97.76,78.85,84.4,83.85,89.12,87.46,72.18098582774479,,89.99
1998:Q4,83.98,97.73,89.18,95.89,93.74,89.98,88.12,81.66,90.42,85.09,77.78,93.17,95.08,86.97,102.41,98.48,79.56,85.84,84,89.6,87.36,72.07063434792882,,90.28
1999:Q1,85.43,97.92,89.01,96.42,93.97,87.91,89.66,82.94,90.42,84.32,81.51,93.94,95.27,87.95,102.33,98.4,81.61,86.6,84.53,90.04,87.48,69.8746976839163,,90.65
1999:Q2,87.65,97.13,90.23,96.91,93.63,89.11,90.41,82.84,90.8,88.77,83.17,93.74,95.26,88.31,101.31,98.79,81.5,88.08,85.45,90.07,87.85,69.79382408590054,,91.08
1999:Q3,87.94,98.37,90.41,97.47,94.55,89.07,91.1,85.68,90.93,86.91,83.56,94.51,95.07,88.23,101.67,99.08,82.54,90.07,86.75,90.43,87.74,70.07100451790708,,91.31
1999:Q4,88.85,98.39,91.09,98.24,96.35,89.18,91.81,87.05,91.91,88.63,84.68,93.41,95.06,88.41,100.62,100.08,82.68,91.61,87.55,91.41,88.47,70.71048806507524,,92.1
2000:Q1,90.06,97.98,92.06,98.76,95.73,89.07,92.34,84.33,92.16,89.96,86.29,92.02,94.68,87.08,99.1,99.08,82.85,91.75,88.67,91.93,88.61,72.56347907088947,,92.27
2000:Q2,87.91,98.65,92.62,99.3,95.97,89.83,91.77,86.41,92.93,89.95,86.85,93.75,94.61,88.95,98.14,100.41,83.28,91.48,89.95,92.63,88.56,73.38995102119885,,92.78
2000:Q3,92.82,99.75,93.28,99.37,95.75,89.16,93.45,86,92.88,92.33,87.22,94.63,94.27,87.9,97.57,101.82,81.39,89.96,91.01,93.34,88.95,77.54326288827954,,93.4
2000:Q4,90.08,100.32,95.05,99.91,95.45,89.89,93.09,84.27,95.36,93.04,87.86,96.28,94.23,87.65,95.17,102.93,81.97,88.36,91.71,93.48,89.66,77.34146302975824,,93.73
2001:Q1,90.26,101.53,95.6,101.23,97.58,91.08,93.19,86.79,94.68,94.96,89.78,97.72,94.15,86.84,94.63,104.69,82.26,88.53,93.84,93.92,89.97,77.67880848542545,,94.33
2001:Q2,92.46,101.54,92.24,101.27,97.65,91.66,93.35,88.95,94.61,94.07,90.66,96.67,94.91,88.02,93.84,105.49,82.48,88.79,95.43,93.77,89.67,78.76408234046657,,94.27
2001:Q3,92.19,101.53,93.38,101.37,97.39,90.76,95.13,88.88,96.14,95.26,91,96.48,95.24,88.29,94.17,106.63,85.77,89.47,96.72,95.31,90.26,81.35204389741979,,95.26
2001:Q4,94.46,101.63,94.74,101.3,97.03,91.78,95.49,86.16,96.96,95.88,91.95,96.57,95.82,89.38,95.03,106.56,88.29,90.13,96.62,94.33,91.15,83.82124612156571,,95.17
2002:Q1,94.15,101.48,96.04,99.6,96.83,92.93,95.34,87.91,97.26,95.57,91.57,97.62,96.03,89.37,96.94,105.36,88.98,90.15,97.28,96.02,91.49,84.84873320216695,,95.96
2002:Q2,89.57,101.69,94.51,99.22,97.12,93.95,95.82,87.84,97.93,96.6,92.51,98.84,96.41,90.25,97.48,104.77,89.39,89.59,97.83,96.27,91.13,86.74978794191117,,96.19
2002:Q3,91.39,100.57,94.42,98.69,97.84,93.73,94.76,90.67,98,96.15,92.64,97.58,96.7,90.98,97.13,104.18,90.91,89.17,98.53,95.96,91.13,87.94461747110982,,96.09
2002:Q4,91.04,100.83,94.84,98.3,98.4,94.39,95.8,90.66,99.79,96.54,90.96,97.28,96.97,91.77,95.89,103.81,91.89,88.67,98.78,96.07,90.9,88.59306450637524,,96.4
2003:Q1,91.59,100.34,95.19,97.29,98.4,94.65,96.5,92.6,97.52,97.47,91.37,98,97.11,92.56,93.53,102.05,90.73,88.66,97.97,95.76,91.77,84.9461760989373,,96.28
2003:Q2,93.1,100.9,96.58,97.11,98.39,95.95,97.53,91.41,98.13,99.22,92.74,98.21,97.43,93.97,93.89,101.73,93.13,89.6,98.54,96.83,91.9,85.0185286158357,,97.11
2003:Q3,94.42,100.42,96.08,97.16,98.19,95.95,97,96.66,98.39,98,92.72,98.75,97.65,95.55,93.65,101.22,93.71,90.9,98.49,97.93,92.88,85.98301585501329,,97.62
2003:Q4,95.47,100.3,96.43,97.35,98.53,96.41,97.97,97.53,98.61,98.81,91.65,98.34,98.05,96,94.61,101.15,94.83,92.54,98.39,98.17,94,86.95052861574258,,97.96
2004:Q1,96.85,99.65,97.39,98.24,99.2,96.58,98.89,98.75,98.81,98.57,93.33,100.18,98.16,97.16,94.69,101.92,94.66,94.02,98.33,98.77,93.81,90.52540254210875,,98.54
2004:Q2,99.9,99.42,98.49,98.25,98.99,97.55,97.65,99.56,99.83,100.24,95.68,100.39,98.51,98.46,96.03,101.85,96.5,95.34,97.87,99.42,95.25,92.21089829502905,,99.16
2004:Q3,98.78,100.36,98.55,98.75,99.33,98.72,97.45,98.96,100.04,100.1,97.06,100.67,98.83,98.61,97.55,101.75,96.45,97.01,99.28,99.73,96.68,94.12223999654739,,99.41
2004:Q4,99.67,100.89,99.1,99.07,99.94,99.44,98.25,98.56,99.82,98.52,95.2,99.67,98.92,99.64,98.43,101.91,97.74,97.94,99.58,100.41,97.55,96.26898494897826,,99.73
2005:Q1,99.16,100.49,98.6,99.14,99.37,100.14,99.14,97.71,99.79,99.1,98.49,99.54,99.46,99.31,98.97,102.17,100.37,98.86,100.01,99.49,98.33,97.17371565418084,,99.45
2005:Q2,100.54,99.37,99.31,99.63,100.2,100.76,100.46,99.55,99.89,99.33,101.85,99.03,99.77,100,99.93,100.3,100.43,99.8,99.01,99.87,99.51,99.48563976873146,,99.83
2005:Q3,100.52,99.59,100.73,100.32,100.16,99.7,100.74,101.68,99.83,100.35,100.73,99.5,100.28,100.22,100.5,99.37,99.45,100.42,99.96,100.04,100.32,100.73177574965983,,100.12
2005:Q4,99.78,100.56,101.34,100.9,100.25,99.32,99.65,101.07,100.48,101.19,98.94,101.9,100.49,100.49,100.58,98.22,99.75,100.9,101.02,100.6,101.78,102.60886882742787,,100.59
2006:Q1,100.02,101.82,105.1,101.89,100.88,101.15,99.81,101.59,100.27,101.03,101.43,100.29,100.62,101,100.98,98.32,96.48,101.16,101.11,102.41,104.21,104.61082650716806,,101.52
2006:Q2,100.92,101.51,103.09,102.41,101.39,102.23,101.03,101.48,101.28,101.64,103.67,100.58,101.29,101.66,101.19,99.63,95,100.91,102.38,102.4,105.52,106.76890134163466,,101.83
2006:Q3,103.7,100.64,104.91,103.19,101.8,99.69,101.97,103.27,101.73,101.38,101.86,100.66,101.53,102.02,101.57,99.89,95.18,102.02,103.03,102.38,106.04,109.07789738618538,,102.08
2006:Q4,106.47,101.63,106.35,104.3,102.54,100.66,102.06,103.56,103.08,100.41,98.78,101.55,102.29,102.77,102.57,100.96,95.47,103.54,105.16,103.41,107.89,111.11283942192148,,102.95
2007:Q1,108.97,103.01,106.92,105.86,101.97,100.72,102.62,105.78,103.45,99.4,101.99,101.49,102.88,103.24,102.8,100.23,97.18,105.19,106.69,103.6,109.03,113.81438928954162,,103.22
2007:Q2,110.06,102.62,106.09,106.17,101.92,101.82,102.06,104.57,103.73,100.32,103.94,101.79,103.08,103.63,105.37,102,97.63,107.11,107.03,103.54,109.24,115.06774277149708,,103.35
2007:Q3,110.01,102.99,107.69,106.52,102.33,100.82,101.79,106.5,104.24,101.56,103.32,100.82,103.29,104.02,103.85,103.51,99.05,109.57,107.15,103.52,109.76,116.91748682568262,,103.58
2007:Q4,110.74,103.39,109.1,105.98,102.84,102.84,103.64,105.15,104.33,101.45,102.15,100.58,103.16,104.16,105.52,103.64,99.37,111.09,108.75,103.34,110.14,117.60863439270823,,103.68
2008:Q1,110.58,104.28,111.06,105.44,103.03,101.72,104.52,105.79,104.29,100.13,105.52,100.64,102.94,104.63,108.34,103.3,99.94,111.35,108.97,104.14,110.84,120.69913882364635,,104.07
