column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,netherlands,norway,new_zealand,sweden,us,column_u,oecd_19
1975:Q1,74.677320989926,64.8992596919942,73.2909435105582,75.0693748487234,65.74882466434,69.9303744868266,68.7075223485743,52.1438257678581,66.830490875167,50.3869654424593,52.8684465847171,63.3258962342874,63.842711139396,27.9716557762521,80.1499967632069,44.9368849614772,78.4202433727351,75.7463961565188,57.4299763812102,,60.5410962123597
1975:Q2,73.6423154504205,66.6004196470119,73.9940513119283,73.98222282037,66.4437620526537,71.3424335623191,69.5467415249755,52.4212986300655,66.7647819878731,48.6746931865906,52.1553079746371,65.2842864128905,64.4703522003436,26.5923514693505,81.7389914747078,46.0141345437616,76.8079044584343,76.0936993020151,59.831230052805,,61.6840219086492
1975:Q3,72.3323636209552,68.0937854698548,74.9951139400213,73.2196008524641,67.1936595825087,72.4481156144923,70.206487971195,52.8921224891608,67.0529748019471,49.2008261107607,51.4420473110598,66.7952577404213,65.1126099029056,26.5858886180412,82.0380338139668,47.0550361815734,76.3722828033782,76.4343836862802,58.6788397239658,,61.5500669104127
1975:Q4,70.6570188638299,69.4959475367703,74.9436404839726,72.8075911623472,67.4122831411087,73.3484757834832,70.72076454454,55.5512528738432,67.3738916008456,48.2354629052537,50.7340311845661,68.2377000913339,65.6601669139802,27.2679389389524,83.4633276501073,48.1689138162764,75.5530438573401,76.7658428322724,58.9807311278771,,61.8609385487899
1976:Q1,70.0607274891435,71.0348345497841,75.3782729413398,72.7226703747611,67.3484156919255,74.2456690488574,70.78314670075,51.9791256503605,67.3572632513051,48.7036513408822,50.0305259660198,68.5483632527641,66.2000969189033,28.6658057651183,83.8287182249117,49.1842171247512,74.0261728958008,77.1381671729015,59.5704861237699,,62.2749414355095
1976:Q2,70.0105107276456,71.774980585116,77.1600455994345,72.7066214397762,67.5745270196369,74.9245345774274,71.1092137381155,52.3334580346873,68.095567867079,47.8874585092604,49.7016120380084,68.312922268418,66.265517027926,29.771945922509,83.9937943578102,50.1444741686914,72.5480620865312,77.4553310846551,59.7977864057764,,62.5099276822705
1976:Q3,72.8616478466777,72.0895543629581,74.8656800235538,72.7324004266368,67.7786456653277,75.4729680586533,71.2564005851351,51.8622867216002,68.255364642953,49.4707096562223,49.6655871656959,68.2243199876397,66.6112120509846,30.1090147605069,84.8511864419054,50.8956018539293,72.1627389737462,77.6538527186654,60.0426150696972,,62.7993881241292
1976:Q4,72.3857926758783,72.0198596962719,77.0828542438019,72.8383289976421,68.3075878387038,75.8038383763053,71.269179228469,51.7720956940536,68.4666572834142,47.8991588940215,49.8147269618762,68.3192612552138,66.6585363035002,30.9839098839189,84.0208497850487,51.5829991612716,71.8830941669532,77.8075727480987,60.2081865686008,,62.9285396153996
1977:Q1,71.921268469515,70.9246128111444,75.7548649428362,73.0278760594741,68.8345816722056,75.9318347514691,70.4145092550099,51.2335152924195,69.0447512716205,46.4912411142318,50.4747387683972,68.9314997277283,66.336380306418,30.3873165060941,85.2892330274439,52.0827544841136,70.1740468359818,77.8160463887167,59.990213161152,,62.7203121666124
1977:Q2,71.2149484525338,70.6596802425067,76.7538350410798,73.3532140217361,69.5973484112376,76.1649857115822,70.5297195729436,50.9638537460356,69.1134812773284,45.9999565036607,50.8588967274005,69.7306051925083,66.535728241659,31.0183642506851,84.2170565569023,52.6427943602123,68.596565236736,77.7554587991204,60.3915344884831,,63.0152163042456
1977:Q3,70.6224898926179,70.6693489738697,75.6531675569614,73.8018991834835,70.1158814192053,76.4954746180083,70.7006519585277,50.7516471866968,69.7555411564614,46.8568486573732,51.5712427277959,70.1830940715391,67.0069297132834,31.9065191114401,85.5212252263576,53.1007942439452,68.2911424926178,77.70455342702,61.0003238979732,,63.5015381172872
1977:Q4,70.3552839930674,70.9016552012255,76.7928967526564,74.4440669424116,70.6948978767423,76.8515979761792,70.9283472149209,51.220552144587,70.9455095917603,48.8440494952961,52.6038582276877,70.862929624662,67.9788232529285,33.381053680521,85.7209184014014,53.4975692046639,68.1930419643715,77.5846656858973,61.9535399261645,,64.4138117737062
1978:Q1,72.0867001953235,71.6807909977635,78.4277463898458,75.2581078956665,71.6487385268174,77.5762102592881,71.686955047401,51.7208860315859,72.9072152255806,48.5232480725824,54.2467124578357,70.7422634275824,68.5128538460556,32.8709726493009,86.7757894943969,53.5424760258413,69.3516467807258,77.4138796201382,62.0658154180071,,64.8589977152456
1978:Q2,70.9198294884208,72.0423003140545,77.9149296434364,75.823824012,72.0761033499219,77.8200598090659,71.8457194333723,52.3464570263839,72.5525814721177,50.0070552628085,55.1267930616341,71.7176422051996,68.952161943897,33.8616584773964,86.9687739225216,54.2501488037685,73.5568700973418,77.2874410822641,62.5138457524659,,65.2931509924208
1978:Q3,72.6182533485934,72.4385031147882,77.4131351337115,76.0995490926081,72.8270358322326,77.8741120620973,71.8268669865228,53.4290524491134,72.6295429429672,51.2415556359045,55.6085358628499,72.6848083303832,69.147586102052,34.332748693293,87.5557030033872,54.7528130501004,77.9567933388139,77.226472637104,62.726622993769,,65.6810315505946
1978:Q4,71.7043971262732,72.8776463555425,77.9753548818836,76.119396826424,73.6447807005688,77.6399305112514,71.6418181361428,54.2994245837604,73.3994108486008,51.1674589774345,55.6688040229888,73.6321000977306,69.8007895320488,36.1929075993373,87.8377196510441,54.3899733957505,81.1282234477347,77.1757113647992,62.9247988942906,,66.083490827095
1979:Q1,73.833703880551,73.0475532549552,77.9495247239585,75.7639009764016,74.0015471199228,77.3836691261939,71.1315145697814,55.029250006967,73.3420025575244,51.6719591736521,55.5934335080213,74.529021629539,70.2202941689023,35.8803335655879,89.1448139119141,54.0647741629156,83.9355593903843,77.2022294977646,63.3327904039274,,66.4570776753072
1979:Q2,73.3559104085678,73.5365023826574,79.7132345316049,75.6818265501203,73.8464510435499,77.051324118484,70.8034490142335,56.094298010453,72.2912088524996,52.2763599520016,55.2573001182153,75.3402602647667,70.2866316705212,35.3711103367359,88.4780736442209,53.4448491495922,84.4598697007202,77.3130900735579,62.6254862605121,,66.1986271822939
