column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,column_w,aggregate_rpdi
1988:Q3,73.41333271787298,77.24387019230768,86.60314966384097,87.33662075029308,80.36793354029219,79.42503672984652,73.39334059682523,72.55907258064515,75.39177862697774,61.10525712300209,53.399160441406394,90.22670231213874,83.46681908966679,59.919128049065606,68.08982732517339,77.92637114951165,61.670135314627274,82.29716100674374,78.56521387390738,74.5716862037872,101.60575349182137,,76.46005329702417
1988:Q4,74.96011642714208,77.74434306569341,87.73709677419355,87.9404222667356,81.26041351012805,79.42309920947665,74.0566178621903,73.79050126103405,75.89261952191237,61.69863526985218,53.83024967522778,90.90454545454547,82.98302491103203,60.59979217437752,69.544529908202,79.0589296452195,62.654109190626556,82.89504407910412,78.79207326007327,75.08186960404882,95.50286406395884,,76.87712451388647
1989:Q1,76.57330910070006,78.35944205168363,88.45403851681516,89.01839304123712,80.69054391746667,79.66109549335445,74.35828711356667,75.84578211135613,76.85761457649376,62.186519979767326,54.9303369785472,91.55495248742314,85.33435227747597,61.27930988781555,71.100950975482,80.28042959427206,62.57674542184436,83.20444503358075,78.50964285714286,75.76114134431535,96.32892510417663,,77.68224238076002
1989:Q2,77.16769244288226,78.99366868029738,88.73374681933842,89.05452107401297,81.00432088287279,79.62329102936094,75.1051436447682,76.97203508174385,77.3526629446897,63.081365441906655,55.445360546686125,92.1634033382245,84.42960733793672,62.32191740121631,72.47868112671301,81.25370480142264,61.584799492788086,82.4479478471103,78.87309996455159,75.26491508201481,93.92758822163916,,77.5974631304325
1989:Q3,76.23384123140782,79.81776012891345,87.4888883067896,89.86909529515641,82.21002846282289,79.6899649005734,75.96480790865057,77.89209292929293,77.8855527638191,65.57039035591275,55.945012843308234,92.98702010141254,85.45668181818182,63.74249517281318,74.06822214461776,82.50922509225093,62.55536308863168,82.53108284966427,79.3450034758429,75.55940522592753,97.59795248667884,,78.29168274025172
1989:Q4,78.34208304911324,80.80891497944893,88.08013910087413,89.88971842791506,83.37185889673097,79.88099348436428,76.8945735285157,78.45233820598007,78.4843733213966,65.037125748503,56.4548281426588,93.42130411544629,87.95154513888887,64.26260133504206,75.25904691380111,84.1049837805957,63.08051881593451,82.05021295673616,79.9583272371555,75.98109424233745,94.35729348656027,,79.02435747745506
1990:Q1,78.6246504024145,82.34832766439908,89.72191368638238,90.44938328424152,83.73066105302074,80.61579651941098,78.35935721082743,77.14670955882355,79.20194451514381,68.42769746290092,56.67843488831485,91.27301436634173,88.16704374746244,64.9963635058793,76.75279420324013,87.01413427561837,62.952893840916126,81.76529056227126,80.97378199800534,75.97008607309157,90.78282401479889,,79.40050820306418
1990:Q2,78.1819421078674,83.36820040516206,86.70200579413769,90.87922383438563,84.77056332366129,79.30628272251309,79.30485968371536,77.87286929274843,79.90745287792538,67.51725434884816,57.079276853252644,94.89428011838442,88.57508371154815,66.32669424517876,78.05461801893154,87.94315851157339,63.276401654411764,81.32184521853434,81.58216074902724,76.29815745393634,93.41002992951148,,79.8734679886324
1990:Q3,77.11558756324466,84.22977262578146,87.75229753402508,90.72233496478452,85.90236490199712,79.2987012987013,80.15616665550674,78.47382598784195,80.20432291666667,67.49827261500464,57.407440950804876,95.24147571819427,90.48227806788512,67.68488563633831,79.68648983906989,88.53391684901533,63.33805874358201,81.0929476718886,82.15061454057467,76.1438809261301,94.48457228693236,,80.31200222889498
1990:Q4,77.4610432,84.95999446494463,87.8863095238095,90.39745868010785,86.37077581917625,79.61240310077518,80.91725993941242,78.61278443113773,80.58574281448301,67.9679900256914,57.6735356555539,95.9352299528302,92.48717263972996,69.28968099895548,81.85284533575712,88.37916063675833,64.26500226449276,79.24489039500158,82.50003370614372,75.44885745375409,93.0539045478498,,80.49746554554478
1991:Q1,76.14446021368202,85.48265433001752,87.11628077373972,91.19298089208968,87.14978185103911,80.21766965428938,81.90223655404952,78.97740458715597,80.86648942747621,67.56040035587189,57.89330463182898,94.62603273137698,92.54712354737049,71.83491007912976,83.8413213574651,85.67760342368047,64.72995431396045,81.10973210435533,84.08748183839882,75.53723476145426,91.40541823200068,,80.56924997812301
1991:Q2,76.49955188304465,86.10963896952101,85.1618159767141,91.228205922865,89.14594244512506,80.38119440914866,82.39086359102147,79.3445910138249,81.20984764713108,67.64554583273564,58.0713266509434,97.12409732360098,92.1085980094136,73.59639177484856,85.29471355846935,85.74879227053141,64.0959234365868,80.94963631465517,84.55314338501665,75.93712212817411,90.4876909715821,,81.00783894197754
1991:Q3,76.84094281663516,86.78786224048442,85.47401438294592,91.13581300351753,86.4746024216702,81.40306122448979,82.70586623965082,79.80383647229264,81.49275597269624,69.85275520317147,58.223363090882486,97.01791593695272,93.91658054117417,74.54042173669482,86.28668983136832,85.3015427769986,64.91345061188812,79.9955690796498,85.37683657420648,75.89333333333333,88.8341189036418,,81.21204294966518
1991:Q4,75.86418451915559,87.49315591397848,86.08690345672642,90.89967943684093,88.20780075878106,81.43037974683544,82.82241901247238,78.89015463917526,81.66681477451337,69.63767295597485,58.31810602759624,97.92264673311186,94.25400421675069,75.0346505707939,86.17913179480446,85.55524631227387,66.33914159941305,79.71481867779204,86.6029764957265,76.21378489218151,87.12250155401142,,81.59286900923077
1992:Q1,77.14543840523284,88.38149443334282,85.78134053326495,90.54909237438862,90.08156526005887,82.35741444866919,82.31717601618992,78.78505925008844,82.26248917228104,70.50806701744669,57.973763688760805,95.7010164458657,95.50224233039775,75.11619868389435,86.11187788487618,87.2038567493113,66.00037055691467,77.49851977162191,87.589722699914,77.19873982672617,90.12525508370356,,82.34541331312501
1992:Q2,76.77864025529266,88.93002306600424,86.09914772727272,90.32387670780079,88.58655739687913,82.35813366960909,82.31351380900928,78.62498179255257,82.4142500897022,71.25838958534234,58.21084561453712,97.53774305022272,92.50375456642954,75.78669193051287,85.78332966533272,87.63367151083082,67.97777290661989,76.68678236595386,88.42114364364365,77.59092686742277,88.69912339887277,,82.20378282871962
1992:Q3,78.18644484040904,89.26990518821371,87.33756970849174,90.39353004056574,88.69004444444444,82.49370277078086,82.32260137198699,78.30273261938204,82.64285646274698,71.93710253217102,58.62532138794084,97.27353048502358,92.54693077144502,76.24216509089834,86.01180141046255,87.8328553871364,67.5812205735483,76.70113288264497,88.38872841777527,77.77489962440099,87.27714840867074,,82.41454282947348
1992:Q4,77.75051248458693,89.40393936214855,85.59131388012617,90.09018923327896,91.35293826719104,81.86017478152309,82.35922767150885,76.6037672294969,82.91197710285917,72.63717077198294,59.23784946236559,97.28506737320215,93.94377273162327,77.29351285386147,87.06845816142068,87.57806136301929,68.35363357580944,76.31454874973734,87.55604357798165,78.65877204273394,87.20240851220602,,83.16090484275168
1993:Q1,77.44104658289916,88.98626282228997,86.04060575593816,89.91872198765833,88.60884712738404,81.1904761904762,82.82388475720792,74.56806733588992,82.78255250117981,72.89710971615722,60.84523809523809,93.46399382171226,92.96853908188585,77.30138978216554,87.67410034627031,85.83975138494797,69.46481614478597,76.57315348349921,84.80973830585712,77.29951319497822,85.16156649374169,,82.02302862268873
1993:Q2,77.58332217318522,89.0093711340206,88.83328177727782,89.3665365448505,89.21346515842394,81.01123595505618,82.74003909256514,73.69988354473004,82.89600787957191,74.4673190456935,61.35492570787776,92.86185834910468,93.54734243897788,78.02025775351245,88.57534502455931,85.61247814979157,68.58709166431991,77.35954464003373,84.9037777408638,78.29575850210163,86.77007282137765,,82.7531303553847
1993:Q3,76.74018257575757,89.12990998363338,85.83119320303746,89.14464532964107,89.77403433476395,81.2219451371571,82.51962945336193,73.25224277521646,83.05563599062133,75.45344692887932,61.60834726867335,92.29091490585022,93.41914437488141,79.28883826863719,88.40407392714508,85.38831064851881,67.12517634854773,76.97928436911488,84.7172415730337,78.26859609037827,85.29823276343289,,82.68071329787466
1993:Q4,77.62252677628601,89.33359681787405,84.71070657537625,89.71259211791093,90.20761843015212,80.826140567201,82.16756175051155,71.86184737838138,83.16566164447558,75.87882069795427,61.617870690848676,91.97325145534572,93.15587551039788,80.18658688805853,87.543112618621,85.4266030736619,67.88678635921656,77.75792401343409,82.8571688048174,79.21979548036865,85.18247285920941,,83.06431707403465
1994:Q1,79.30560153776572,89.23030404950894,85.64022997400022,89.9464253635586,90.47647663658174,80.87009803921568,80.59565931362506,70.03184865470853,82.75889722998139,75.38867977528089,60.17405004124278,92.14235661197587,92.62760037015946,81.62101260377406,87.19220888974917,86.1633565697751,69.81505026192838,76.86048945627456,82.83392294163627,78.70975855130786,85.67683092367015,,82.8456727086015
1994:Q2,80.52292010193375,89.7677456550802,85.9016250617894,90.70764525829664,89.08195187165774,81.01941747572816,80.4440714958637,69.7411595744681,83.0042061281337,74.98026294820718,60.28788474668852,92.01365887397981,96.06063002174118,82.60742450320008,86.68120171208457,86.71557709943666,69.56663989383992,77.14205480156282,82.1280625,79.8598949211909,84.29949377804007,,83.66850607871193
1994:Q3,79.86763252202479,90.51436187882007,85.36542834316617,91.33248519913886,89.74267348905772,81.99757869249395,80.58224179638408,70.05176544660847,83.2732345793311,76.44693225507092,60.69962555962557,91.98502933951966,93.80262896355892,83.12881501847772,87.37141282421359,87.15644131822327,69.3821820551516,78.09086107389467,83.23249067883775,80.22332506203475,84.68881744057293,,83.73097808008163
