column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,south_africa,column_w,aggregate_pdi
1980:Q1,23.614142533777162,35.69755938534481,32.73029537259123,44.625350869592516,43.54082664175461,33.60696799379959,15.438739341433221,22.9733023313217,29.756667300632998,19.52663848923347,16.09107197846715,16.17554758756005,56.272326922320424,7.327328420556748,20.580600879390477,41.941043721170594,19.58066390454553,19.679360157502934,23.60160515858575,28.231412420025386,7.2976819884052855,,30.708455482401245
1980:Q2,24.55669126175074,36.47795287230263,33.70457787192576,45.27113645018282,43.63877984470732,34.24211950228121,15.91451434642805,23.761067832453744,30.670756757722362,20.318853365068367,16.73068894983155,17.08850740972801,57.5520266281225,7.625888394047005,21.426757383796915,41.711542441555224,20.288562427806234,20.40233766436116,24.246155722495203,28.40234229144789,6.666887511147208,,31.207320891487587
1980:Q3,24.99414525130237,37.24656812871763,34.48525367835634,45.95378600454303,43.968399265217585,34.939398230138295,16.410733497299823,24.485735838861803,31.67200115284082,20.972466498933237,17.487883342223675,18.037992261027117,58.82488690157547,7.976088224653583,22.230796175471593,41.62331952308656,21.22767543703577,21.212619901930733,24.92280257849905,29.24681967770164,6.517638117293502,,31.98888021986955
1980:Q4,25.81431162103661,37.94004756179874,35.606082116652225,46.691199644455125,44.504786950320124,35.63820968549095,16.920692498567945,25.19436035417001,32.73764790594853,21.363085445255237,18.34870292849424,19.041638395840838,59.96558639662791,8.376326896637256,22.9055194379264,41.895950379226655,21.944584808940935,22.166598033956838,25.541670286220654,30.483770013847465,6.920060940607141,,32.95378907695731
1981:Q1,26.239883250977222,38.63188606845884,37.377078498043545,47.59720357440824,45.28941359199625,36.166644036389016,17.458384749544273,25.556075266300308,34.0774638135136,22.143578164736724,19.98664333086504,20.261538494109473,60.96794362114756,9.034838586690231,23.741974961131216,42.726404757205096,22.61544144240168,23.329629426883887,26.11510184696883,31.060257213289656,7.185894498957114,,33.745599419054244
1981:Q2,27.23223963283617,39.22623015816799,38.35511106315712,48.373013765486775,45.9509596934047,37.08675575174444,18.020444311493534,26.30085715137587,35.188803017968965,22.259309681246613,20.797374950131438,21.26355087212334,61.99119914106018,9.449708485530014,24.58414544736529,43.266653531665355,23.270153764440796,24.345842955223333,26.665049289642063,31.473193505913105,7.291074255283096,,34.36262213226621
1981:Q3,27.80824215948015,39.804125143029005,39.391405385472694,49.120026898090856,46.42136113889611,38.18445511437212,18.60965512036197,27.105527365366648,36.31482015966862,22.634604693846455,21.4844153757941,22.21461845366998,62.97457543011383,9.830928230041794,25.693869285546903,43.69535871503952,23.812106084327795,25.308629555949608,27.195652150540592,32.59171970000729,7.661498493807203,,35.2504283550224
1981:Q4,28.914277823195174,40.31266607562944,40.390673996437314,49.85828065399796,46.66301356695313,39.39573023641073,19.21300332892417,28.000271648400084,37.43450073271884,23.296746942135712,22.004629952977236,23.12598131535533,63.81105534103605,10.179925247733044,27.159426467384954,44.247942135933286,24.422507847272364,26.313481809110655,27.706867154342458,33.04438963395676,7.993042308190993,,35.86159017959637
1982:Q1,29.33765438538241,40.6949543743824,41.87377379153896,50.735515094882395,46.71702596867723,41.92434331693479,19.97096374604494,29.108744837885787,38.74871983542842,23.704382010200717,22.082535402181403,23.79233621541684,64.5625968406593,10.437388901933724,28.677706758481722,44.82605137697324,25.022154552466503,27.592476562529384,28.011930890645818,33.40182951678425,8.382578041205372,,36.40316739261667
1982:Q2,30.6209473250938,41.160698192338316,42.314109750050015,51.37464466711644,46.875768121450754,43.05973368099461,20.584713474890748,30.07150567809886,39.76612503123529,24.371652469452833,22.458458605689604,24.695407474727247,65.32993569081499,10.745069614692978,30.06114838495394,45.282689280172065,25.617997812614725,28.37642097438178,28.533642162933035,33.848656090036435,8.475404923186879,,36.964938107228825
1982:Q3,30.834208256268422,41.65171917178947,42.774902480931274,51.908916965672034,47.0644290448717,43.97053705970019,21.189778730778038,31.011873948845924,40.7234002709655,24.499645914615222,22.849404245845594,25.639122327441246,66.02134238543047,11.042719657801706,31.39371400280595,45.50044323224135,26.12977328205879,28.91004859374497,29.106085038673463,34.43083431094251,8.610538542114352,,37.508422929755476
1982:Q4,31.675540133170394,42.12707139044594,42.58384821580688,52.36177016505441,47.16991688474594,44.584369891915394,21.76467199807509,31.961160349481073,41.61075205115334,24.818199433532104,23.219982882545192,26.637330197743577,66.72357589896922,11.331278028506496,32.39556202523985,45.687442559350224,26.726369580946194,29.30493553027446,29.720144394480815,34.832546977323155,8.957656639180748,,37.9728308495998
1983:Q1,32.33775011632931,42.665545784056846,42.59541034456331,52.39241830722883,47.22074397104286,44.09670539106258,22.42929663857496,32.99964709898961,42.34751348905277,25.33333130061394,23.557344780290318,27.818841740740893,67.4085355939438,11.529500956239954,33.40099664172321,44.97474069255332,27.340595974309053,28.54881983309226,30.50072456695663,35.31837742006552,9.543482556519503,,38.45693353566546
1983:Q2,31.697061135589447,43.15110631452944,42.55084336596627,52.79816311952707,47.46398594148543,44.6224454907029,22.956635821790716,33.89053081087942,43.091293350328286,25.83219963266278,23.95288156969803,28.815198236278665,67.99913924300054,11.832335484831408,34.14356217862377,45.158456172220326,27.975269316145276,28.93397224722477,31.166578155478685,35.805719770955214,9.611666762891954,,38.923264632473696
1983:Q3,34.22664009604551,43.648648777282226,45.756514720352484,53.2189109217648,47.84161718186232,45.3096232502089,23.46166985932881,34.69572551584821,43.79713449416923,26.28391692652366,24.41079583642518,29.76217385634474,68.58768501141252,12.157435131364236,34.84234497233929,45.35256462063731,28.679215500776696,29.439733157310865,31.849970848391134,36.71554734633886,9.847433612679914,,39.756117776070255
1983:Q4,34.187961817782934,44.14488597588059,45.22393911738956,53.680295083278125,48.347116601975195,46.08542443524176,23.90972339118806,35.471797829946915,44.46312223983133,26.432538158778645,24.884204163966018,30.666091575441552,69.28250013095352,12.504273517051702,35.24140068061744,45.70104649697056,29.291290935962966,30.15811508913578,32.54230446450162,37.618799668924666,10.24063587698782,,40.39562418806528
1984:Q1,34.9351138544673,44.625089155201465,45.414775027101285,54.170839718393516,48.99176391551168,47.888083836972534,24.240837900762784,35.952175667458654,44.884505349525085,27.402460197550976,25.585512491742325,31.42794329800619,69.83579289611072,12.964022133355614,35.70034963669955,46.17946499682374,29.87302155555169,31.17489411443991,33.17466601543036,38.700324461047714,10.00212127128944,,41.17398832005796
1984:Q2,35.67937852023287,45.15393726398651,47.218072443875826,54.69022312461657,49.57340089815427,48.644723416872154,24.67991366269234,36.669844750857045,45.515614357107864,27.5083073807429,26.054193236931567,32.301466719283816,70.50608776562821,13.318058710162113,36.11738601686272,46.658704551351185,30.44528987015781,32.15882365570847,33.89067395675791,39.64464790051347,11.712824103300484,,41.95083980706265
1984:Q3,35.68560975628735,45.69285740117202,48.04254294754368,55.20726495678355,50.05827748254187,49.25614800485811,25.161644159217555,37.395151067782706,46.192743770268066,28.257250544586473,26.527090237153466,33.198652888341755,71.32453474902914,13.66057913286114,36.40246055905163,47.08917693437967,30.843238317260695,33.18037859623187,34.653459893067584,40.4616943590207,11.706400844208849,,42.65591151594609
1984:Q4,36.49852556832693,46.25315544422816,48.813714391437486,55.75061676620344,50.472122720949145,49.64716161665885,25.637246583130402,38.148161927278935,46.914625023695756,29.22547891577532,26.955975789700197,34.12431064521565,71.96241379225202,13.9909242399326,36.86797114750694,47.558134038456856,31.43988109766922,34.31804663428031,35.472539882065604,40.98093719274365,11.651077940327028,,43.24814260577702
1985:Q1,37.51493210093031,46.82226000083273,49.24958334973156,56.30570448905349,50.81977703967302,49.114444329158395,26.074044361053282,38.9816502556718,47.81252193932782,29.73082976884278,27.45639695240819,35.210974080589466,72.8197233140522,14.120460638685632,37.22354011992028,48.110102294064305,32.080236520766604,35.52858147120773,36.46320693191575,41.23295105404166,12.462798213385915,,43.73862946742264
1985:Q2,37.74961949145531,47.44220498758092,51.09354729737629,56.882555799190925,51.21716930276886,49.51630354037464,26.657559080122468,39.71735028427591,48.51306865048091,30.36597369134104,27.81217394492752,36.09810227597692,73.64300501609115,14.501684507038377,37.777084701043364,48.56835851844787,32.756805978003094,36.848142050796596,37.29620963781734,42.259757974018555,12.650090519588879,,44.569399567019644
1985:Q3,38.34668881841755,48.06300804838454,50.83864784193864,57.44499460027108,51.64822321774571,50.09398233737551,27.348339408398576,40.41909661030722,49.181108814103574,30.800922475894176,28.171271236094835,36.92236728986865,74.36856267755925,14.942882390868764,38.49436371736105,48.96004625511536,33.60226687231124,38.23973766721666,38.124509264557524,42.146684784377186,12.381783276121809,,44.847363048471735
1985:Q4,39.684596657493486,48.71856570501274,51.51178317891725,58.01845768450806,52.114317516178644,50.79640680581175,28.08434320738248,41.10284304586859,49.82398484676614,31.488976049013203,28.480687733121684,37.69904964980342,75.00789134258203,15.443495196733892,39.20228422964101,49.317718640754364,34.29413150969009,39.73184260702639,38.917766788013864,42.795327120945124,12.966411870668447,,45.49960361595205
1986:Q1,40.217687225862036,49.72063141263686,52.08380269415231,58.506788904478675,52.61593908100186,52.491905252028566,29.303624143781008,41.45908632653811,50.39324011845956,32.173703819880146,28.6124237462176,38.1779914370783,75.40072635468572,16.103713537904174,40.05322625433699,49.6738410709173,34.975918709659425,41.12933295350868,39.87823415274623,43.41451942718553,13.554976579481185,,46.10200157179881
1986:Q2,40.44704519334644,50.303472972370066,52.72053262103385,59.131508853963034,53.09644672359846,53.218206951371606,30.074046403356913,42.177057108883915,50.94584165923244,33.0739433911555,28.914960822977317,38.91487888996153,75.5839229210215,16.68029160067579,40.83637283537959,49.9334224838912,35.644673683292936,42.895401421868065,40.61464512041183,43.80999786540741,13.96399886151099,,46.577798497759055
1986:Q3,40.95496988079777,50.74075805297906,52.872676058724664,59.77558403777969,53.55155146323968,53.79447212523966,30.83490691768205,42.992414459175436,51.45960055149425,33.47047820771571,29.285040431682283,39.661137748985766,75.40552506395514,17.27421198352301,41.17453704200028,50.12176494335081,36.26340062708321,44.861329983598296,41.32116452158879,44.22773722222937,14.462909771670416,,46.96866664964577
