column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,south_africa,column_w,aggregate_hpi
1982:Q3,17.303077468501936,27.592475592427224,40.93835514333155,66.24557459124286,86.13699340868256,23.81445016398683,9.385684731909828,26.658137396260372,27.968588578145432,14.381217857761053,11.973900392889087,23.666554066557776,99.47489092060016,43.17087734311078,17.39518679998862,22.99586478946652,24.08592387149359,16.720378734863413,26.29788180423532,31.940786432251926,8.685861347917001,,41.918451760430806
1982:Q4,17.28302369872873,27.32924952285076,39.071775727789756,67.82276786134507,86.27981145491938,24.353052596219094,9.54767228004856,28.093223237998803,28.31753010091568,14.75687776508612,12.349724813362151,24.0941023358768,100.8825366778606,45.01414639297175,17.39817517222329,22.81600749010356,24.316131942927356,17.14428796918608,26.316369713116245,32.54693296225124,8.943220202670098,,42.441696437586195
1983:Q1,17.56632703733568,27.069016959293407,39.22667315472682,67.14913581973072,86.24578348095159,26.165920820682075,9.707038595287548,29.82753668653746,28.73449620526861,15.366880362325677,12.312274257012696,23.618907611445238,102.14870486638618,50.060100680677046,17.393202191260997,22.90049301736278,25.098492804114734,17.36559483375373,26.12657922941552,33.002864642665635,9.45793791217629,,43.03333188710858
1983:Q2,18.090724223826903,26.952623070727835,39.112210099939425,68.47355978256576,86.04135268016904,29.346829870052456,9.887907951082443,31.028658014509713,29.067397511275118,15.766397307241864,12.757944226131785,24.019343608454925,103.24887251616613,52.00982477215028,17.490309338784567,23.48174006972917,25.406196055732494,17.625450531192946,26.188678763819265,33.252434169006165,10.036995335370756,,43.45962073592227
1983:Q3,18.307306741529672,26.636898645191312,39.4970199516046,70.44608905280495,85.77760594502345,30.177492626124458,10.082106249390442,32.49294574087715,29.372018889341355,16.20153581426982,13.545184695266403,24.42137084515513,104.16919453004812,53.40511678574932,17.619547252562626,23.5574137485344,25.49442830331514,18.09359932501974,26.30137104090627,33.556461246874896,10.538845102139295,,43.85683838307183
1983:Q4,18.861364419866586,26.645676606175076,39.91247723082379,71.56742103798541,85.37092817458198,31.074987022482308,10.30028502378008,33.96616702730921,29.66293448585647,16.506223023213696,14.017287925227668,24.716456942153464,105.0691461075083,54.24306168531044,17.830387869777763,23.291242244018797,25.468558182022658,18.731611985256443,26.515073526118446,33.93046101064024,11.143638410809071,,44.23406394642304
1984:Q1,19.558900778050667,26.978220552649262,39.44770911884321,71.7383798794176,84.66552211895743,32.446589387266044,10.545587137625388,34.57245492973442,29.96104523869799,16.83503097649595,14.079607234667275,25.183608059139328,105.98327068581526,53.68843329313108,18.13287461844868,23.254045231249478,26.574199139665467,19.36422030165216,26.934147094767997,34.29772217348545,11.400997265562166,,44.521084949723885
1984:Q2,20.025769859346127,27.23475705775658,39.48440520728642,73.69447714372423,84.08714554872331,33.06274329029906,10.788262178828793,35.280837225781674,30.22912365529659,17.223444639908944,13.764352762258998,25.55169315976176,106.76374889775306,53.99614006240666,18.389535650839935,22.96713988441878,27.983408342554984,19.96339602483395,27.192445459749084,34.660843928784494,11.37526138008686,,44.841758251728855
1984:Q3,21.196746009216522,27.187752955795027,39.14297066433799,73.82872895634262,83.55742328448886,33.80454228311229,11.050498416905949,36.16593873138769,30.481111927515204,17.661170797387147,13.570975845606432,25.904747782157592,107.53381176436008,54.18541935081203,18.635661379309408,23.135589654524136,29.73917155809727,20.547436721602615,27.434911499945812,35.05158055019375,11.233714009972656,,45.16776933944847
1984:Q4,20.98822499321902,27.254245529771882,38.134950503843314,74.02895441601896,83.05353535632653,35.42526925967669,11.343986731810919,36.29030682748266,30.724121902094254,18.065551065619612,13.485306403126074,26.167141190793092,108.20259508201735,54.14383680013218,18.91763908128658,23.23407795255647,31.479162241866888,21.16128392573558,27.741938123531465,35.4973845878437,10.92488338426894,,45.436893269407676
1985:Q1,22.02510926895481,27.232712945114795,38.10174737820354,76.20834726297458,82.31764670063411,36.34467800496503,11.56600334635321,36.69063573510373,30.926192275801593,18.301817051704408,13.72235308799672,26.312900685143823,109.00564176816378,54.33859685738033,18.979565184250664,23.084992325417026,32.38796178975764,21.86282889512033,27.877329692664947,35.85334823232793,10.590316873089915,,45.72064209716666
1985:Q2,22.177613169930716,27.36201659185481,38.500226007194854,76.013347726199,81.87405613336796,38.05834123312983,11.908653158413436,37.9355062590449,31.189424090002788,18.823326240776726,13.82192034989652,26.70831644543142,109.54344646901669,54.14869827609936,19.33754167637001,23.23172558217123,33.26105158753735,22.690294564801057,28.18460368529509,36.32832331031983,10.397297732025093,,46.06389290927258
1985:Q3,22.750649470137386,27.88917574265333,38.760087062496865,77.1274034017235,81.59711788412503,41.064379817062935,12.344635987876131,38.243863177041774,31.48477342436621,18.99204840804563,13.981950141553124,27.11289617928482,110.07706770193215,53.96429417352116,19.74119626730925,22.98893893642494,35.42466391931427,23.590044917033,28.474874412025024,36.95025899828545,10.242882419173233,,46.488299561778355
1985:Q4,23.23776311974561,28.125791287893488,40.090251778844525,78.26307969298837,81.50474631249394,42.18701673800313,12.841484198896012,38.781162980728595,31.805288751740346,19.74266347635263,14.013092950999704,27.43092519800672,110.58113366266831,53.617928402983324,20.2465975404045,23.445098589891284,38.649251686654075,24.372829153092354,28.937474626853955,37.49643329229142,10.217146533697925,,46.971600939044805
1986:Q1,23.503502545423213,28.22005514952018,40.761361223272914,80.75510305835175,82.00937136917585,44.08445672244738,13.403894960320818,39.89305886540367,32.14408539549246,20.443838522134396,14.060965959374313,27.771493717140114,111.37703239600319,52.44532469723387,21.009461810215445,23.90058316364859,42.206491787646605,24.800390194378142,28.94045222793878,38.1082840021051,10.101335049059031,,47.52328692325645
1986:Q2,24.389661564329305,28.543134293653374,41.19316363500861,80.14026664881004,81.89809235686593,44.402926892990386,13.961620075929266,39.83813863365023,32.544195985356964,21.225899822867955,14.565675684758007,28.267803364159352,111.9273076105175,51.718777359032124,21.554183895020778,23.97160731871946,45.11318385748871,25.16465845551131,29.490187770570316,38.830875850916314,9.921183850731863,,48.030942304972996
1986:Q3,24.70254416516061,29.33822181495081,41.89705041631174,81.77855127830595,81.75687999912047,43.3912541964298,14.668168442049154,40.544560394290436,33.01344846631638,21.884206832741157,14.33875464444114,28.887846388982247,112.49012858927789,51.36535595644302,22.049892837561853,24.522889227941512,47.328028294860616,25.736435656182493,30.20830715991765,39.432810714940764,9.856844137043588,,48.533077940054206
1986:Q4,24.80527752392951,29.85641467738805,43.003408338982744,83.29629325518573,81.63572017415419,44.15097888724348,15.405900468473474,41.30256331977249,33.53672760276768,22.604781398411376,14.154099178127499,29.292720227300023,113.62680485596223,51.07932890014611,22.533141021558997,24.75748633532522,48.555213720078065,26.31041248416691,31.208997463472862,40.1890817384166,9.934051793469518,,49.17765832641375
1987:Q1,25.08106124705994,30.37823184676829,44.087802787877656,83.64420969372159,80.71042358406034,40.88898453525893,16.075033552724843,42.28451194492959,34.04417197028543,23.65532983703408,14.033507998367982,28.601379435936966,115.38637254568766,50.91085718902146,22.531439067825563,25.19537714959698,47.05176886279267,27.711340457598226,32.29778153174902,40.901347925035765,10.268618304648543,,49.74196293192677
1987:Q2,25.396584199676,30.457800103599464,45.60098483801353,86.6882671247583,80.63470159917269,40.94725559158579,17.04851662232459,41.9986668514451,34.704094099780086,24.57379958030473,13.694097252920468,29.307461069588506,117.8917299446897,50.54560301369012,23.117177665178676,25.35348239295702,50.89174286520306,29.144054912307162,33.13696656951857,41.47009772262696,10.706128357728806,,50.567952630242665
1987:Q3,25.970418352486124,30.827553710956394,46.9549515368494,88.30420222574452,80.75314185659045,40.745786335911454,18.05904939164561,43.92619458690129,35.478326071876296,25.408362414214732,14.234775772382172,30.369156871268228,122.59757614013584,51.55657719473117,23.80322628998144,25.41987287164601,50.07746846545065,30.573067784042635,34.07030172530446,41.91411722978772,11.092166639858451,,51.67222688535307
1987:Q4,27.031588712255505,31.196928062782135,48.22837372646574,89.28850705830321,81.15363005448961,40.392700610844926,19.27329726363964,45.8007837462116,36.347624343733735,26.991340611829546,14.601472891344606,31.08960957533604,124.94264326937012,54.374573454656826,24.627862918015214,25.77431000629179,50.69528808206854,32.04142865338861,35.754874669254804,42.33318491220291,11.606884349364645,,52.62754212035799
1988:Q1,28.213441305593026,31.767793248955268,48.7382325051057,93.50594201073207,81.88185037890246,40.77375449766217,20.409811689797248,47.00189315777473,37.35508546144861,28.60915093037558,14.947323449452055,31.333015111733946,125.92813911722531,56.87637077082194,25.561235150001483,25.895567388650548,51.66084622723268,32.80713548961868,37.220060958703066,42.934981133562275,12.031526459707255,,53.48428908344696
1988:Q2,29.808252512858136,32.8802149195167,49.546453226615235,97.4258688316511,82.46650518995607,40.69161257776327,21.515204963637068,50.26788400697668,38.358584300570826,30.19943725709099,14.93345781719365,29.879403029008063,126.99338634057821,59.270660634091335,26.614967166497266,26.42075748148155,51.40221681369389,33.85108235907388,38.859336306286046,43.73651390070138,12.288885314460348,,54.35168798086018
1988:Q3,32.8417144090987,33.433220149532666,51.392649685798965,100.39915622834513,83.09649096046051,41.538659857695265,22.465320450110184,53.00569174758292,39.444015463156006,33.65482668811915,15.983994252366774,30.7647852327828,128.0516155651338,61.658965114812595,27.752730421637768,26.910452557156066,51.66537201473631,34.078078264579986,41.05549423454419,44.13630482874039,12.752131253015921,,55.37251506830679
1988:Q4,35.896689569005574,33.75954750833368,52.92950890921877,108.6665283032278,83.88175574331389,41.87609895934561,23.67182321973172,58.71202135229186,40.589555966862854,35.872677112987304,15.752583083255777,32.91975913654772,129.68924452304438,62.05433287591916,29.003675740525747,27.191622283666813,51.45042891628966,34.33621473023151,42.64439165997995,44.7109725089322,13.20250924883384,,56.506180647313386
1989:Q1,38.88062836554403,35.48651625338945,54.6294839508426,109.21004934119566,84.98392745448666,41.38726590635107,25.179703128912603,61.10471438187115,41.963664781564326,37.22482585950453,15.708710817439107,37.71365180178559,132.1773408405313,64.6715246367109,30.674818889514416,27.643684785098245,50.3826222062662,35.03065342594994,44.7872329560493,45.17676262934405,13.601415473701142,,57.848761753444535
1989:Q2,39.59219615450685,36.681511984426926,57.43406606592615,112.50670236970903,85.65960328482396,41.40594178504446,26.549099635083607,65.14831713132844,43.10220323820793,38.47027959297714,16.338095397423896,40.6511507416851,134.60819838780864,68.68049226385149,32.00431576084719,28.081562404905075,49.056566286756194,35.48671397259932,46.926470093259184,45.76708592414103,14.231944667846227,,59.14804540296861
1989:Q3,39.78654286213546,37.44654588756029,57.552633672637086,113.44013502462391,86.16813905950659,40.76329094577581,27.88811018463523,67.53425985535985,44.19931150886874,39.05443438976941,16.67452062215252,41.7217207908,137.3793735256868,69.4772102997729,33.25611393694857,28.760411282637364,46.98375725513509,36.163751700968646,48.53186480534587,46.64762890577683,14.746662377352418,,60.180203292571996
1989:Q4,39.71049641960517,38.797562531220834,58.807598002485975,115.81385415961408,86.62473051972131,40.13021882034017,28.913112724814198,66.05816130841335,45.25271914325412,38.55958021259213,17.858104257020344,44.1482534589982,141.56341385633309,70.76247371131201,34.44329762421272,29.01722411449206,46.45517673086032,36.83628861370327,49.501333187978865,47.18379655653375,15.081228888531447,,61.28491989447221
1990:Q1,39.97397992917561,40.47089159641039,61.28503504891123,114.94223743680172,86.11376712099667,38.284819455605074,30.33559972768268,66.50501415775328,46.195084191859706,38.27113860744662,18.509141145897164,47.58889904030173,147.831376717642,74.6870873193544,35.703115108234144,28.941028299782353,45.844578084681594,37.44703981859286,51.916965345997724,47.42410706335733,15.711758082676528,,62.65525576677401
1990:Q2,40.28498361759461,40.35678484343681,63.29463589607463,112.30007892355067,86.54703317875673,38.316805681827624,31.019595772053112,67.66539387433404,47.10958326759901,37.87444810831483,19.154978226051995,50.10485239159629,152.95228565637208,78.89386320382201,36.784441694304576,29.36030054437423,45.550755979289804,37.960621410177616,52.86838781334254,47.597344103804915,16.432362875985202,,63.82012718991077
1990:Q3,40.13277225329047,41.11317773362042,61.113581490928986,112.25466651349367,87.06071132911907,37.54443205105359,31.613707840124004,66.00614850995598,47.91316465237608,37.76619634142499,19.197454343482185,51.394671174168245,158.98841187114212,81.48045178002916,37.73164393918536,28.777516295320623,44.60044201350898,38.2445815163326,53.68780781957228,47.78255500086628,16.818401158114842,,64.81225233107646
1990:Q4,40.11238938935078,42.03805982317555,60.29421108004277,110.53519737112335,87.74944813296122,37.260055785027006,32.42064489523297,64.22450141428602,48.65969074867863,37.58849026435262,18.943823085688344,52.937644277130936,162.6094857356011,85.50956718483044,38.55794035877428,28.685941237139016,42.8750913635394,38.204039492240724,53.66602920950147,47.726238561123665,17.152967669293872,,65.52185135614891
1991:Q1,40.21180800034991,42.4142612583948,59.13233395023624,109.44869344547027,88.54605912317695,38.00711392603303,33.906813570245205,63.711475891316674,49.53795497685054,37.463049411721734,19.318523031340696,54.37021136787857,164.67910959971735,87.63611915636434,38.854814429301776,29.01699649696812,42.57336204011496,37.87974141012351,57.02699814281224,48.123638274049696,17.693421264275376,,66.25089457067652
1991:Q2,40.66842692603867,42.37635904546182,59.15599017699297,109.9740693331546,89.42173816444048,38.33457281630231,35.40679257016779,60.719549202142396,49.98150699849486,37.28298699075175,19.08457943283189,56.1995809105321,165.3926985535876,89.54199666164372,39.70601760761948,29.41796987285444,42.02039834650457,37.3564536394324,56.454121041614,48.43102693253171,18.439761943059352,,66.77545778613664
1991:Q3,41.94146465181962,43.42163577659901,60.79932659007121,112.84573602656955,90.31898645436452,38.40861742560131,36.107132654544195,57.91272793623535,50.128349223414176,37.21990753019981,19.602801300018005,58.05197769189571,164.85169825670513,89.31577522188311,40.597054499573346,29.716084059188837,41.193115110168826,37.300830841500925,56.505862155200575,48.410060659937024,19.160366736368022,,67.01800961018697
1991:Q4,41.79758383968482,44.417234616036815,61.63352779768399,110.25354063207398,91.29908302151546,38.621336124297436,37.89111604861559,56.89046709821737,50.09850171690933,37.375346978225565,19.94765231192546,59.13491032616825,163.83280001050025,87.06829947526738,41.522607713488995,30.612460294208752,41.57106977054434,37.10695502550194,56.765551373258326,49.19787663353885,19.700820331349526,,67.3842508658991
1992:Q1,41.60925451192765,45.47349875013356,61.475215815606006,108.19153561583364,92.37923588768798,38.31735544686938,36.11386918077147,53.900889597855404,49.09909050556236,37.0506316385312,19.912356638104537,59.61483446090429,161.9704303001623,84.76898123391685,43.491103723313095,31.766064984861348,41.48551327894694,37.15107189991125,54.0332206223157,49.60005551790385,19.790895930513106,,67.1659532573038
1992:Q2,41.74902206351564,46.714457708180326,61.29417193653471,107.60820964121264,93.4275081692824,38.19497456477863,35.29216085952694,51.22103561930822,48.87915036955404,36.118040800991295,19.82963196352612,60.660481748384704,159.9617446020806,82.41478454618893,44.236940174732034,30.893835326728286,41.25199742000561,37.33353808521964,52.474943607579746,49.559213104589915,19.430593533858776,,66.81106358656753
1992:Q3,41.78871088530621,46.99296155870573,61.15694714150555,104.02519363989565,94.4581031288245,37.72148421830425,35.00664195493973,49.07611838968392,48.60763089850485,35.54398164456598,19.761975880259076,61.97225520532931,157.7676063806021,81.76976697207166,44.69129406574366,32.90353910997383,41.47896794773281,37.58190232957033,50.81596601705193,50.033495338347315,19.28904616374457,,66.77315069721722
1992:Q4,42.109491308954375,47.19893810436266,61.756991223946265,103.42762618634693,95.48287906907926,36.65262931546743,35.01736895043304,48.434552508969794,48.4252606191464,34.69226036889939,19.899784194448635,62.29339129391797,155.7654785029861,81.68259839789316,44.7920468022608,33.150843707597566,41.09065972084831,38.1058274807459,48.02960193945006,50.377791198047404,19.778027987775452,,66.69827875959795
1993:Q1,42.616277986422496,47.72731282961282,62.9222637396297,102.1457523707984,96.4339178083188,36.11056149330976,34.868773632792745,45.72913908283145,48.22931306798685,35.04498517780674,20.036997854469856,62.13612751503129,153.812355646561,81.02178181907506,43.73060587214505,33.54838452566335,39.442328833123895,38.317334485720906,46.00200023921967,50.43346391789249,20.099726556216822,,66.54319225316763
1993:Q2,42.82691908151177,49.255363395455944,63.25427188728276,101.77609207015016,97.46642617732789,35.799405185644964,35.130132427103135,45.11065314378771,48.107313253872775,35.2522491913867,20.156118080599153,62.05143944283014,152.13622453512596,79.95805740290413,43.65940611198128,34.32197449726861,41.181165358466195,38.73105539732857,45.420803115514325,50.86560953938568,20.25414186906868,,66.61743974810554
