column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,u_k,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,u_s,s_africa,column_w,aggregate_hpi
2010:Q1,115.06,103.72,110.66,105.82,103.72,103.45,102.83,109.36,104.58,102.22,109.12,94.99,109.34,107.59,105.28,100.76,102.15,108.29,110.84,101.57,110.01,,103.83
2010:Q2,114.7,105.37,114.19,105.83,104.52,104.84,102.11,110.35,104.84,102.14,109.69,94.43,108.16,108.34,106.1,100.36,103.88,109.2,112.54,102.92,110.99,,104.46
2010:Q3,116.8,105.04,111.88,106.77,105.4,104.45,99.86,112.81,105.56,102.88,106.86,94.29,108.82,108.92,106.74,100.34,103.96,109.24,112.04,102.98,112.66,,104.64
2010:Q4,118.54,104.15,112.97,106.79,105.99,105.32,99.84,113.58,105.47,101.79,103.6,94.73,109.48,108.77,106.83,101.08,104.75,108.12,112.54,103.05,113.94,,104.83
2011:Q1,120.02,101.8,113.06,106.97,105.03,105.81,99.07,111.65,105.45,100.03,101.79,94.28,110.7,108.32,108.45,100.84,105.58,108.59,114.75,103.98,115.56,,105.14
2011:Q2,119.61,101.56,113.02,107.62,105.42,106.28,98.61,111.94,105.78,100.69,103.33,93.04,110.12,108.65,108.06,99.95,105.3,108.49,117.11,103.42,116.3,,104.88
2011:Q3,120.82,103.27,113.29,108.54,106.31,105.02,98.24,113.15,105.69,100.58,102.78,93.54,110.15,108.82,108.67,99.5,106.96,109.82,114.82,102.85,117.04,,104.79
2011:Q4,120.64,103.15,113.61,109.34,106.34,104.86,96.8,112.13,105.42,100.91,99.96,93.13,110.03,108.83,109.14,99.69,108.56,111.09,115.47,102.66,118.18,,104.67
2012:Q1,121.16,100.87,114.14,109.63,106.59,104.45,96.33,110.55,105.35,100.57,102.94,91.61,110.61,109.71,109.82,98.68,108.23,112.03,116.35,102.63,119.21,,104.67
2012:Q2,123.08,102.31,158.62,110.41,105.92,104.82,93.11,111.55,105.62,102.79,106.44,88.14,110.07,110.98,110.28,97.39,108.92,112.38,119.03,103,120.07,,104.74
2012:Q3,122.25,103.63,115.12,110.91,105.62,104.09,95.04,112.14,105.65,103.27,107.54,89.4,110.79,112,110.51,96.45,108.9,114.06,118.41,102.86,120.7,,104.95
