column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,u_k,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,u_s,s_africa,column_w,aggregate_hpi
2009:Q1,108.09,116.54,126.9,104.72,97.57,100.54,100.35,101.01,106.23,96.86,90.95,104.39,94.53,108.81,100.11,106.27,114.77,100.87,117.41,93.84,107.36,,99.21
2009:Q2,111.84,115.25,127.18,106.01,97.08,98.87,98.86,103.23,104.2,95.84,84.74,102.96,94.07,108.22,100.96,104.39,116.71,102.46,119.53,91.53,104.42,,97.87
2009:Q3,116.6,116.64,130.35,107.1,96.8,98.5,97.14,106.46,104.33,97.6,78.16,101.98,93.69,108.49,100.91,102.25,120.62,104.3,120.7,88.51,106.63,,96.86
2009:Q4,121.33,118.65,133.02,109.17,96.48,99.2,96.12,108.35,105.28,99.39,75.73,101.08,93.4,109.22,101.84,101.37,123.87,106.24,124.73,86.71,109.02,,96.52
2010:Q1,124.7,119.51,136.49,109.15,96.11,99.47,94.78,110.11,106.98,101.53,78.16,100.17,92.49,109.29,103.49,100.98,122.79,106.03,127.51,85.62,112.28,,96.36
2010:Q2,125.84,120.14,136.07,109.64,95.95,99.82,94.52,110.62,108.46,101.61,84.22,99.3,91.85,108.84,103.41,100.57,126.2,105.03,127.75,85.25,112.65,,96.22
2010:Q3,124.74,120.54,135.31,111.71,95.87,98.91,91.7,111.85,109.79,100.85,87.19,98.52,91.85,108.11,104.19,99.74,126.28,103.34,127.7,85.52,109.16,,96.1
2010:Q4,124.21,121.5,136.29,112.6,96.09,99.68,89.95,111.48,111.52,99.27,85.9,97.69,91.47,107.47,104.6,98.97,128.45,101.16,129.22,83.98,108.21,,95.36
2011:Q1,121.74,120.89,138.53,113,96.32,97.62,87.05,110.18,112.44,96.56,85.82,96.69,90.6,108.41,105.37,97.44,131.62,100.9,130.19,81.49,108.58,,94.04
2011:Q2,119.41,121.12,140.12,114.57,96.56,96.13,85.79,109.84,113.72,95.38,81.45,95.39,90.17,109.93,104.57,96.38,131.23,100.89,128.39,79.96,108.51,,93.28
2011:Q3,117.53,121.79,141.34,115.76,97.15,92.7,84.03,110.19,114.13,94.98,78.01,93.94,89.61,110.69,105.19,95.23,133.86,102.07,126.29,79.7,108.08,,93
2011:Q4,115.87,121.28,141.91,117.44,97.45,90.99,81.5,107.78,113.08,94.65,76.32,92.27,89.28,110.78,104.77,93.32,136.45,102.35,124.76,79.47,103.55,,92.5
2012:Q1,115.88,120.48,143,118.81,98.02,89.84,78.92,107.47,112.11,94.29,76,90.87,88.42,111.18,101.47,91.75,136.18,102.96,123.41,78.64,100.33,,91.82
2012:Q2,115.45,120.41,158.62,118.88,98.83,88.84,76.67,107.08,111.36,94.27,73.25,89.39,88.17,111.1,101.8,89.76,138.62,104.09,123.13,78.53,100.69,,91.59
2012:Q3,114.85,120.69,145,120.08,99.44,88.41,74.02,107.17,110.55,94,71.84,88.3,87.92,110.8,101.18,85.35,141.68,105.79,124.25,78.39,103.56,,91.34
