column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,u_k,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,u_s,s_africa,column_w,aggregate_hpi
1975:Q1,14.457857403226415,22.663596711997293,19.627858037443097,39.3265763523407,31.34411365190117,19.537906565479002,6.795169319663506,12.612594071251019,16.77982192397091,9.315148920323278,7.907619222505173,6.330233087061213,36.81279522133162,2.4594312905539484,11.396812238564394,31.39229747681097,11.155046727871607,10.72444037855611,13.930213866737398,18.052461003579626,3.31808656346957,,19.319904173074892
1975:Q2,14.710845085083278,23.95888184317664,20.205212520459515,39.29107334785568,32.1090952707954,20.38797992064023,7.006469246802493,12.966209507693456,17.22655174030252,9.519003860018747,8.136976199093834,6.689354840364398,37.82477223742966,2.6195557928277347,12.078130793824485,32.651101915755206,11.645748627309729,11.081879919084718,14.401046405747406,19.03537313642679,3.492967846986436,,20.056683704225726
1975:Q3,15.118421792368107,25.12536687501338,21.055588086933145,39.29458143873628,32.71114443909313,21.21285581958572,7.258443026794763,13.310742881959516,17.670776220387985,10.013905390564526,8.39700996358116,7.056930584304495,38.995134997315176,2.787160328194406,12.827613934583505,33.819384779762295,12.121882844467606,11.434715986291382,14.871609732345414,19.024817381021354,3.8433955523157612,,20.43460167778069
1975:Q4,15.573840394110581,26.163720521604038,21.520481556433538,39.33725491618032,33.162044939349705,22.012214708470815,7.550679115362147,13.654488554858078,18.138257140431698,10.263693909661106,8.687374543018775,7.433136883351516,40.27046732970394,2.9619846080014502,13.623665930444819,34.90574969655942,12.592976593805224,11.782724096248113,15.341903979914944,19.44429088281128,4.0113015154990235,,20.9557952879878
1976:Q1,15.92304995025705,27.074475136851767,22.07423818632714,39.41919878406342,33.459923250934665,22.785758029090243,7.882748677821625,13.99337389276394,18.680666784256434,10.739731228772166,9.007751077364356,7.817519959489671,41.62873591385384,3.143469850914931,14.432109309170414,35.899262634775404,13.049221039088597,12.127687850808176,15.817152912171556,19.852293355422713,3.805797531857402,,21.484387114206505
1976:Q2,16.349257733548402,27.857164203863622,22.974147978444385,39.54046825753313,33.831899150534205,23.533208587189606,8.25420622704542,14.327412629747725,19.220328372291178,10.849070471670963,9.357846838911234,8.20977546944748,42.81154497884493,3.3328965894719382,15.096055576915354,36.82115457214831,13.500862779711222,12.46542308580459,16.287063701952768,20.090432538146082,3.905513221058344,,21.92385855075157
1976:Q3,17.5488154631053,28.512054992054313,22.66281844314117,39.701068417779354,34.27776751841582,24.254310876712232,8.664590272833358,14.661217324383045,19.75483829398606,11.526756257500526,9.7373943223345,8.609800202608673,43.84867525989094,3.529868767256803,15.584664329338212,37.6646465308166,13.942516327504281,12.796877412567303,16.74288228897825,20.486513770420327,3.969633737829401,,22.4213439917929
1976:Q4,17.87308912153648,29.039826741856718,23.670404918430382,39.900954025526666,34.7679275954747,24.948831359206945,9.113423981232813,14.98570121879676,20.32151984111384,11.756391171240873,10.146150401023755,9.017488920885116,44.83153444184311,3.7342862752849775,15.841861321143005,38.43084132617381,14.372806456196003,13.125333533280001,17.20619397176882,20.866994004563896,4.071672298617923,,22.91245633212728
1977:Q1,18.144222668829936,29.083165681070184,23.883952694604684,40.159123949954754,35.30281157189752,25.559574277336527,9.657566992471331,15.194533792595116,20.85247407710723,11.892436027619292,10.648651683232881,9.4542883045275,45.60757378735792,3.8959178850821465,15.961545606035429,38.9393731177571,14.791544818491632,13.345203321869102,17.62720863460616,21.16420593747645,4.589859089051629,,23.30777893514933
1977:Q2,18.48044340589521,29.504617696799734,24.694884336029357,40.42963486198889,35.82497360381914,26.22309469891009,10.158509547647444,15.557847173174338,21.49681289794912,12.185717066223505,11.089185536549001,9.867894884367447,46.467126753169765,4.134485271487013,16.12239095875958,39.62873183721406,15.198772507631308,13.700672937510557,18.08746912808761,21.66735639647219,4.540770558741769,,23.836656186900658
1977:Q3,18.50382821905682,29.94603268163089,24.93564591106244,40.73127821560049,36.33534403640684,26.88230829707712,10.674412041575204,15.969365702681769,22.188509131250935,12.68599300563741,11.532703099594489,10.27946235541666,47.369911690936775,4.399017631730744,16.384752157672192,40.30812092507815,15.69104496330017,14.088053159485685,18.568722129374553,22.221260563826732,4.450004674674533,,24.380562599228206
1977:Q4,19.16305772752765,30.407440442269117,25.754084219021564,41.06374409317595,36.823537513378874,27.53707843194935,11.205513020613386,16.419113496757525,22.93235302531436,13.427689317229875,11.979221934991442,10.688524162837263,48.36368883540163,4.688922313903789,16.696962565491653,40.981953544438795,16.034089289755215,14.505882500848887,19.059099108140444,22.891349280156692,4.581741555437362,,25.038121276290433
