column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,south_africa,column_w,aggregate_rpdi
1988:Q1,73.39719125872163,76.41486621601568,83.54961099612889,84.82200608896316,80.57432326930983,80.1535276404918,72.05634160940448,72.55790706052525,74.48926291533797,63.1667353713791,52.844908860268696,88.54148587306214,83.38727865328002,57.21754138204257,66.57609023930134,75.60196545382215,60.512701715479906,83.0062272359474,77.6903809961174,73.70110131019858,93.04814086424851,,75.64613133920551
1988:Q2,73.39195452722969,77.15730751895694,85.57045160278749,85.3281771871112,80.93953330122939,80.48556416077447,72.7256602520612,73.65074730224146,75.0588746274934,63.83339417570439,53.061052652280495,89.31602075589072,84.48294769391846,58.790889041728235,67.41331637094662,76.17538332158405,60.75575716543976,83.90776501852982,77.78885278151589,74.21236115593598,93.75226608575032,,76.33464546459872
1988:Q3,72.3067663988958,77.75527456623017,87.31991682877744,86.28335261985936,80.90024464737326,80.64065763700845,73.42367065623773,74.3615481660791,75.54142872620157,64.46392958304448,53.40880709899532,89.886475668068,85.43309319137754,60.06734615685082,68.35349502408347,76.6310544860594,61.39362017351174,82.57720528626571,77.94934855403014,74.56841098488285,101.62146021957297,,76.93520639200062
1988:Q4,73.72233418681691,78.26218333295544,88.4432404820486,86.85820689373462,81.73163588709576,80.66046074912666,74.05134896588609,75.62823524622713,76.10904320434669,65.16355800018914,53.80057716814111,90.59062404486134,86.18359583445587,60.73400710806473,69.84063656452545,77.78359077405669,62.00285307929242,82.5624932969329,78.11776078519904,75.07957907177271,95.50772957101489,,77.50369337121198
1989:Q1,75.30103018056211,78.86521963321853,89.18310934586556,87.93297451470553,81.14058984370784,80.86628871433369,74.4159465534358,77.77911813257157,76.9831728344421,65.88578681614332,54.97668024129039,91.19141441196285,87.16048234981373,61.31700107737912,71.42730568118824,78.86539382465054,61.85591962792708,81.53593047591752,77.94778882509539,75.75381953806215,96.34579824348593,,78.13208830692449
1989:Q2,75.81558404617668,79.5094359922215,89.46481227357852,87.96451771761527,81.51033437417297,80.8623215290629,75.13994466591387,78.89327860132985,77.41588150337272,66.43533160923704,55.45159113944085,91.82267609961929,87.3822032899262,62.33367733907045,72.82898133681832,79.90057350257563,61.12731478899156,81.21581199927088,78.25608626561274,75.26115190546457,93.90750785342976,,78.17084551108765
1989:Q3,74.8505342125673,80.34882300316686,88.17306053591459,88.77898952114302,82.83416737101125,80.92094300466069,75.99214379165241,79.81924274577408,78.06083281528221,68.97500752722206,55.95376744832789,92.6382340588292,88.65287029689651,63.73417237807549,74.4111811402882,81.15674177617947,62.23578646777077,81.5899889185858,78.7149456474033,75.55105501940662,97.60237240522109,,78.9147039390927
1989:Q4,77.07167061126661,81.34487472911378,88.75368697425581,88.76884544402812,83.76615796246735,81.10802734782845,76.90873814693445,80.39735267281517,78.6517916115609,68.1862143494333,56.415227544820155,93.09243183216242,89.63967866290334,64.2400073923762,75.56103175534957,82.74870649626003,62.44386627365293,81.09606318747772,79.23840415369695,75.97137047315441,94.34203376206594,,79.42276701358806
1990:Q1,77.54257416433957,82.8788878233369,90.30588643489577,89.24411520785969,84.19345477026751,81.84204037367608,78.39773186748674,79.1818208309452,79.3980901741081,71.49057905634365,56.71512681400019,90.91612364338941,90.77719084317908,64.95884849147674,77.01313626876437,85.42980595044475,62.20294853682863,82.11060383051068,80.40425406178232,75.96959217865917,90.80004640087954,,79.92171004543448
1990:Q2,77.01818176345954,83.90898496470375,87.21034572998393,89.71474133551447,85.3197345589411,80.18524198294057,79.33267760996497,79.78707481874333,79.99143102599464,69.94285385607533,57.08762359333195,94.54286600964848,91.96056981502387,66.28754105700894,78.27656334017387,86.50855464567837,62.84096540637918,82.03593288827399,80.92685578359017,76.2881137159419,93.4087620359427,,80.4462828262039
1990:Q3,75.96426733803806,84.78277338832932,88.26396777405469,89.63907744537191,86.62562319556707,80.75228162741661,80.18858539941775,80.38932538173543,80.37733263125176,69.80528770813753,57.40188852366535,94.88831071426745,93.42312082997749,67.65086565909314,79.90549093667377,87.0865744517213,63.00300140937708,81.89113737912672,81.48479257744437,76.14176404848594,94.48188436487085,,80.85127342971796
1990:Q4,76.2685729394115,85.50218824205695,88.37077792845601,89.39975486318062,86.68716542231871,81.27530500708075,80.93544266960271,80.53105587216645,80.65261829044874,70.55487561856518,57.62995397416579,95.60083995483961,93.9913951736081,69.26686058428858,82.10138784046973,86.97822124958675,63.63294075449531,80.19496738351843,81.76962719566976,75.44338957487707,93.05696518498641,,80.83653767580012
1991:Q1,74.76370435889896,86.04683081332394,87.46702597570672,90.54745423257057,87.5795578034846,81.62222417004769,81.94486097622686,81.07701440659503,81.01041869655906,70.63649509417584,57.95984632542198,94.24885437006722,94.7177803299149,71.84316538356849,84.12128089691879,84.07035445614912,63.9025157896521,81.97005130555047,83.4939991430979,75.52992267666241,91.42029593558009,,81.02444395588964
1991:Q2,75.31430522465232,86.67211769164048,85.48985223797199,90.68649706968111,89.64894864070315,81.80816709041032,82.43108377501565,81.30948761818695,81.37099513533593,70.76421207463473,58.08445787451915,96.75883993896058,95.59922458994362,73.62045295517159,85.6067964708457,84.35975110178488,63.62089484963838,81.53192734105487,83.89361871991457,75.93733824875537,90.49501461755054,,81.65249848597203
1991:Q3,75.74224667556514,87.36531595132989,85.74493984811632,90.72912666350717,87.28312726205867,82.84679931548742,82.73849014746457,81.75712099090876,81.58582462497044,73.16970038171951,58.22316363736922,96.66837903403386,96.30924859761244,74.57975042583789,86.61195020687737,83.92449442265554,64.60848867924636,80.76254752320631,84.69304863181506,75.89496834337506,88.84698582216608,,81.75462916705143
1991:Q4,74.70507162205001,88.03140812356912,86.3759128829894,90.53923357957183,88.41500887535732,82.84340767606348,82.8482944057251,80.7997551474474,81.73361439660172,73.02022192488316,58.280098878777295,97.59193979241894,96.51552578998691,75.08870692208865,86.49180174321619,84.16298227034954,65.73346573040683,80.2935799623676,85.84934488123761,76.20515267381666,87.11935403781635,,82.06714786914272
1992:Q1,75.98970527417218,88.98775038698385,86.15107106986979,90.38088618406933,90.68426365767449,83.8154065566397,82.35812147786439,80.85123887928484,82.32843256590745,73.92963292740204,58.0279763942984,95.31107948459663,96.57999663807263,75.19831175586339,86.40741556406321,85.6133567243217,65.17670394389381,78.6196863822712,86.98560427664192,77.1895674954298,90.12154078949216,,82.71220766414972
1992:Q2,75.46119290744126,89.5184041151022,86.40432612303763,90.17211670679146,89.30069321732027,83.80848418672488,82.34731111383672,80.57932060203251,82.5414731121529,74.07846044646963,58.22467989515599,97.17563955611475,96.22590137277865,75.87776890529544,86.05990401247304,86.21589084729925,67.4708668923363,77.77259819953649,87.71165905419785,77.58364402948735,88.70250165815368,,82.87097101802892
1992:Q3,76.92135348448083,89.87584327626038,87.56771500555666,90.27765309857736,89.67681888353883,83.95861295557782,82.35932415100376,80.23679871027461,82.76906632983848,74.29992204138391,58.63044591497248,96.91579786714217,95.92492287450993,76.33685398670416,86.26550412503103,86.40371240975027,67.27995968770678,77.58454721169117,87.68984650779525,77.76805149767075,87.27428400012627,,83.03264325621069
1992:Q4,76.47394447378223,89.91973238549933,85.77313478241798,89.94016383850648,91.65392151671104,83.27395993572303,82.36808989688672,78.44718248700806,82.99521947071761,74.86640193232833,59.19532000995176,96.95380893676824,95.68524537944042,77.38777334624902,87.29940351661243,86.14735676831906,67.6799574113494,76.78408187290178,86.80323997669132,78.6533646894329,87.21288305748492,,83.50597612796834
1993:Q1,76.23364894647621,89.6171513410518,86.1493237660565,89.84865099570317,88.79579114167032,82.63695639236042,82.8819920743665,76.52019447864711,82.92062900547127,75.12509043236352,60.92509656076883,93.07053730209299,95.96127426121714,77.37797839186818,87.89268701947026,84.27980318968928,68.60012980222277,76.03541673208531,84.18481254885879,77.30087032891579,85.15921171903999,,82.51037816089072
1993:Q2,76.32029411770455,89.60284555291327,88.86076002682113,89.20393181390904,89.62549864889503,82.44828320599565,82.77606075951961,75.52511238610113,83.06157979043267,76.31600960551837,61.36350652364246,92.51670458856141,96.12488464815327,78.09199155290827,88.80398806267436,84.24166133036026,68.10816558012756,76.45871844219184,84.01693444302205,78.29727909380716,86.76251969462919,,83.18278255954499
