Date,Dividends
2019-10-17 00:00:00-03:00,0.92933
2020-10-19 00:00:00-03:00,0.709664
2021-10-28 00:00:00-03:00,2.621181
2022-04-08 00:00:00-03:00,2.016293
2022-10-28 00:00:00-03:00,3.238673
2023-10-25 00:00:00-03:00,3.212353
