Date,Dividends,Stock Splits
2022-05-04 00:00:00-03:00,0.086049,0.0
2023-05-05 00:00:00-03:00,1.5,0.0
2023-12-11 00:00:00-03:00,1.5,0.0
2024-03-04 00:00:00-03:00,0.4,0.0
