,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-03-11,2024-07-25,2.99,1.56,2.39,57105200000,53283800000,55479600000
