,address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Avenida Brigadeiro Faria Lima, 1309",5th Floor,São Paulo,SP,01452-002,Brazil,55 11 3035 5350,55 11 3035 5366,https://www.brasil-agro.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of rural properties suitable for agricultural activities in Brazil and internationally. It operates through six segments: Real Estate, Grains, Sugarcane, livestock, Cotton, and Other. The company involved in the cultivation of soybean, corn, sesame, and cotton, as well as sugarcane; and production and sale of beef calves after weaning. It also imports and exports agricultural products, livestock, and forestry activities and inputs; purchases, sells, and/or rents rural/urban properties; provides real estate brokerage services; and manages third-party assets. It operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. André  Guillaumon', 'age': 49, 'title': 'CEO, COO & Member of Board of Executive Officers', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.95,26.87,26.6,26.96,26.95,26.87,26.6,26.96,3.21,0.1192,1698192000,1.3428,9.56,0.449,11.230125,5.822126,155100,155100,234914,265240,265240,26.85,26.96,2673680128,23.0,30.21,2.3625154,25.9452,25.1995,3.212,0.11918367,BRL,3516980480,0.20917,46043233,99615504,0.40159,0.22302,101020000,19.699,1.3625058,1688083200,1719705600,1711843200,236724000,2.39,4.61,100:1,1193875200,3.108,30.743,0.04215002,0.21656322,3.212353,1698192000,SAO,EQUITY,AGRO3.SA,AGRO3.SA,BRASILAGRO  ON      NM,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,1146574800,America/Sao_Paulo,BRT,a7a5481f-58f2-3d92-a2ac-a0448319d0a8,finmb_26991642,-10800000,26.84,43.0,29.7,36.35,36.35,2.5,buy,2,225623008,2.271,114399000,1064747008,0.967,2.042,1131709056,54.396,11.384,0.01826,0.1185,104270624,336889984,-0.361,0.20019,0.10109,-0.09284,BRL,
1,"Avenida Brigadeiro Faria Lima, 1309",5th Floor,São Paulo,SP,01452-002,Brazil,55 11 3035 5350,55 11 3035 5366,https://www.brasil-agro.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of rural properties suitable for agricultural activities in Brazil and internationally. It operates through six segments: Real Estate, Grains, Sugarcane, livestock, Cotton, and Other. The company involved in the cultivation of soybean, corn, sesame, and cotton, as well as sugarcane; and production and sale of beef calves after weaning. It also imports and exports agricultural products, livestock, and forestry activities and inputs; purchases, sells, and/or rents rural/urban properties; provides real estate brokerage services; and manages third-party assets. It operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Gustavo Javier Lopez', 'age': 56, 'title': 'CFO, Chief Administrative Officer, Investor Relation Officer & Member of Board of Executive Officers', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.95,26.87,26.6,26.96,26.95,26.87,26.6,26.96,3.21,0.1192,1698192000,1.3428,9.56,0.449,11.230125,5.822126,155100,155100,234914,265240,265240,26.85,26.96,2673680128,23.0,30.21,2.3625154,25.9452,25.1995,3.212,0.11918367,BRL,3516980480,0.20917,46043233,99615504,0.40159,0.22302,101020000,19.699,1.3625058,1688083200,1719705600,1711843200,236724000,2.39,4.61,100:1,1193875200,3.108,30.743,0.04215002,0.21656322,3.212353,1698192000,SAO,EQUITY,AGRO3.SA,AGRO3.SA,BRASILAGRO  ON      NM,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,1146574800,America/Sao_Paulo,BRT,a7a5481f-58f2-3d92-a2ac-a0448319d0a8,finmb_26991642,-10800000,26.84,43.0,29.7,36.35,36.35,2.5,buy,2,225623008,2.271,114399000,1064747008,0.967,2.042,1131709056,54.396,11.384,0.01826,0.1185,104270624,336889984,-0.361,0.20019,0.10109,-0.09284,BRL,
2,"Avenida Brigadeiro Faria Lima, 1309",5th Floor,São Paulo,SP,01452-002,Brazil,55 11 3035 5350,55 11 3035 5366,https://www.brasil-agro.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of rural properties suitable for agricultural activities in Brazil and internationally. It operates through six segments: Real Estate, Grains, Sugarcane, livestock, Cotton, and Other. The company involved in the cultivation of soybean, corn, sesame, and cotton, as well as sugarcane; and production and sale of beef calves after weaning. It also imports and exports agricultural products, livestock, and forestry activities and inputs; purchases, sells, and/or rents rural/urban properties; provides real estate brokerage services; and manages third-party assets. It operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Mariana Conceicao Carvalho de Rezende', 'title': 'Legal, Compliance & Sustainability Officer and Member of Board of Executive Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.95,26.87,26.6,26.96,26.95,26.87,26.6,26.96,3.21,0.1192,1698192000,1.3428,9.56,0.449,11.230125,5.822126,155100,155100,234914,265240,265240,26.85,26.96,2673680128,23.0,30.21,2.3625154,25.9452,25.1995,3.212,0.11918367,BRL,3516980480,0.20917,46043233,99615504,0.40159,0.22302,101020000,19.699,1.3625058,1688083200,1719705600,1711843200,236724000,2.39,4.61,100:1,1193875200,3.108,30.743,0.04215002,0.21656322,3.212353,1698192000,SAO,EQUITY,AGRO3.SA,AGRO3.SA,BRASILAGRO  ON      NM,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,1146574800,America/Sao_Paulo,BRT,a7a5481f-58f2-3d92-a2ac-a0448319d0a8,finmb_26991642,-10800000,26.84,43.0,29.7,36.35,36.35,2.5,buy,2,225623008,2.271,114399000,1064747008,0.967,2.042,1131709056,54.396,11.384,0.01826,0.1185,104270624,336889984,-0.361,0.20019,0.10109,-0.09284,BRL,
3,"Avenida Brigadeiro Faria Lima, 1309",5th Floor,São Paulo,SP,01452-002,Brazil,55 11 3035 5350,55 11 3035 5366,https://www.brasil-agro.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of rural properties suitable for agricultural activities in Brazil and internationally. It operates through six segments: Real Estate, Grains, Sugarcane, livestock, Cotton, and Other. The company involved in the cultivation of soybean, corn, sesame, and cotton, as well as sugarcane; and production and sale of beef calves after weaning. It also imports and exports agricultural products, livestock, and forestry activities and inputs; purchases, sells, and/or rents rural/urban properties; provides real estate brokerage services; and manages third-party assets. It operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Wender  Vinhadelli', 'title': 'Operational Officer & Member of the Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.95,26.87,26.6,26.96,26.95,26.87,26.6,26.96,3.21,0.1192,1698192000,1.3428,9.56,0.449,11.230125,5.822126,155100,155100,234914,265240,265240,26.85,26.96,2673680128,23.0,30.21,2.3625154,25.9452,25.1995,3.212,0.11918367,BRL,3516980480,0.20917,46043233,99615504,0.40159,0.22302,101020000,19.699,1.3625058,1688083200,1719705600,1711843200,236724000,2.39,4.61,100:1,1193875200,3.108,30.743,0.04215002,0.21656322,3.212353,1698192000,SAO,EQUITY,AGRO3.SA,AGRO3.SA,BRASILAGRO  ON      NM,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,1146574800,America/Sao_Paulo,BRT,a7a5481f-58f2-3d92-a2ac-a0448319d0a8,finmb_26991642,-10800000,26.84,43.0,29.7,36.35,36.35,2.5,buy,2,225623008,2.271,114399000,1064747008,0.967,2.042,1131709056,54.396,11.384,0.01826,0.1185,104270624,336889984,-0.361,0.20019,0.10109,-0.09284,BRL,
4,"Avenida Brigadeiro Faria Lima, 1309",5th Floor,São Paulo,SP,01452-002,Brazil,55 11 3035 5350,55 11 3035 5366,https://www.brasil-agro.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of rural properties suitable for agricultural activities in Brazil and internationally. It operates through six segments: Real Estate, Grains, Sugarcane, livestock, Cotton, and Other. The company involved in the cultivation of soybean, corn, sesame, and cotton, as well as sugarcane; and production and sale of beef calves after weaning. It also imports and exports agricultural products, livestock, and forestry activities and inputs; purchases, sells, and/or rents rural/urban properties; provides real estate brokerage services; and manages third-party assets. It operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Ms. Elisa Cardoso Castelani', 'title': 'Investor Relations Specialist', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.95,26.87,26.6,26.96,26.95,26.87,26.6,26.96,3.21,0.1192,1698192000,1.3428,9.56,0.449,11.230125,5.822126,155100,155100,234914,265240,265240,26.85,26.96,2673680128,23.0,30.21,2.3625154,25.9452,25.1995,3.212,0.11918367,BRL,3516980480,0.20917,46043233,99615504,0.40159,0.22302,101020000,19.699,1.3625058,1688083200,1719705600,1711843200,236724000,2.39,4.61,100:1,1193875200,3.108,30.743,0.04215002,0.21656322,3.212353,1698192000,SAO,EQUITY,AGRO3.SA,AGRO3.SA,BRASILAGRO  ON      NM,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,1146574800,America/Sao_Paulo,BRT,a7a5481f-58f2-3d92-a2ac-a0448319d0a8,finmb_26991642,-10800000,26.84,43.0,29.7,36.35,36.35,2.5,buy,2,225623008,2.271,114399000,1064747008,0.967,2.042,1131709056,54.396,11.384,0.01826,0.1185,104270624,336889984,-0.361,0.20019,0.10109,-0.09284,BRL,
5,"Avenida Brigadeiro Faria Lima, 1309",5th Floor,São Paulo,SP,01452-002,Brazil,55 11 3035 5350,55 11 3035 5366,https://www.brasil-agro.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of rural properties suitable for agricultural activities in Brazil and internationally. It operates through six segments: Real Estate, Grains, Sugarcane, livestock, Cotton, and Other. The company involved in the cultivation of soybean, corn, sesame, and cotton, as well as sugarcane; and production and sale of beef calves after weaning. It also imports and exports agricultural products, livestock, and forestry activities and inputs; purchases, sells, and/or rents rural/urban properties; provides real estate brokerage services; and manages third-party assets. It operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Ms. Ana Paula Zerbinati Ribeiro Gama', 'title': 'Investor Relations Manager & Institute Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.95,26.87,26.6,26.96,26.95,26.87,26.6,26.96,3.21,0.1192,1698192000,1.3428,9.56,0.449,11.230125,5.822126,155100,155100,234914,265240,265240,26.85,26.96,2673680128,23.0,30.21,2.3625154,25.9452,25.1995,3.212,0.11918367,BRL,3516980480,0.20917,46043233,99615504,0.40159,0.22302,101020000,19.699,1.3625058,1688083200,1719705600,1711843200,236724000,2.39,4.61,100:1,1193875200,3.108,30.743,0.04215002,0.21656322,3.212353,1698192000,SAO,EQUITY,AGRO3.SA,AGRO3.SA,BRASILAGRO  ON      NM,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,1146574800,America/Sao_Paulo,BRT,a7a5481f-58f2-3d92-a2ac-a0448319d0a8,finmb_26991642,-10800000,26.84,43.0,29.7,36.35,36.35,2.5,buy,2,225623008,2.271,114399000,1064747008,0.967,2.042,1131709056,54.396,11.384,0.01826,0.1185,104270624,336889984,-0.361,0.20019,0.10109,-0.09284,BRL,
