,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-03-03,2024-08-01,0.18,0.09,0.13,1510930000,629000000,1048090000
