Date,Dividends,Stock Splits
2020-07-28 00:00:00-03:00,1.800973,0.0
2021-05-03 00:00:00-03:00,1.501834,0.0
2021-09-01 00:00:00-03:00,1.501832,0.0
2021-12-10 00:00:00-03:00,0.697762,0.0
2022-05-02 00:00:00-03:00,3.242281,0.0
2023-05-02 00:00:00-03:00,2.102229,0.0
2023-08-18 00:00:00-03:00,0.783358,0.0
2024-04-29 00:00:00-03:00,2.374364,0.0
