,address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,irWebsite,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,earningsGrowth,revenueGrowth,operatingMargins,financialCurrency,trailingPegRatio
0,PraCa Alfredo Egydio de Souza Aranha,n 100,São Paulo,SP,04344-902,Brazil,55 11 2794 3547,https://www.itau.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Itaú Unibanco Holding S.A. offers a range of financial products and services to individuals and corporate customers in Brazil and internationally. The company operates through three segments: Retail Banking, Wholesale Banking, and Activities with the Market + Corporation. It offers current account; loans; credit and debit cards; investment and commercial banking services; real estate lending services; financing and investment services; economic, financial and brokerage advisory; and leasing and foreign exchange services. The company also provides property and casualty insurance products covering loss, damage, or liabilities for assets or persons, as well as life insurance products covering death and personal accident. It serves retail customers, account and non-account holders, individuals and legal entities, high income clients, microenterprises, and small companies, as well as middle-market companies and high net worth clients. The company was formerly known as Itaú Unibanco Banco Múltiplo S.A. and changed its name to Itaú Unibanco Holding S.A. in April 2009. The company was incorporated in 1924 and is headquartered in São Paulo, Brazil. Itaú Unibanco Holding S.A. operates as a subsidiary of IUPAR - Itaú Unibanco Participações S.A.","{'maxAge': 1, 'name': 'Mr. Milton  Maluhy Filho', 'age': 47, 'title': 'CEO & Member of Executive Board', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,10,6,8,1719792000,http://ww13.itau.com.br/portalri/index.aspx?idioma=ing&AspxAutoDetectCookieSupport=1,86400,2,34.19,34.3,34.05,34.33,34.19,34.3,34.05,34.33,0.21,0.0062,1722470400,0.33830002,3.37,0.573,9.457064,7.5032964,15764100,15764100,22718232,20033730,20033730,34.13,34.18,309806497792,26.36,35.95,2.3834019,32.477,32.3441,2.148,0.06282539,BRL,801117175808,0.27357998,5293908552,4834160128,3.0000001e-05,0.48544997,9031319552,18.929,1.8035817,1703980800,1735603200,1711843200,0.334,35561000960,3.61,4.55,0.83,3:2,1542758400,6.163,0.18880391,0.21656322,0.01765,1733097600,SAO,EQUITY,ITUB4.SA,ITUB4.SA,ITAUUNIBANCOPN      N1,Itaú Unibanco Holding S.A.,977400000,America/Sao_Paulo,BRT,1ed1ef88-04c6-3506-8877-ef3ce90139f4,finmb_873831,-10800000,34.14,44.0,30.0,37.79,38.5,2.0,buy,12,445123985408,45.411,902978011136,129985003520,13.267,0.01456,0.19393998,29998999552,0.333,0.196,0.36925,BRL,0.8327
1,PraCa Alfredo Egydio de Souza Aranha,n 100,São Paulo,SP,04344-902,Brazil,55 11 2794 3547,https://www.itau.com.br,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"Itaú Unibanco Holding S.A. offers a range of financial products and services to individuals and corporate customers in Brazil and internationally. The company operates through three segments: Retail Banking, Wholesale Banking, and Activities with the Market + Corporation. It offers current account; loans; credit and debit cards; investment and commercial banking services; real estate lending services; financing and investment services; economic, financial and brokerage advisory; and leasing and foreign exchange services. The company also provides property and casualty insurance products covering loss, damage, or liabilities for assets or persons, as well as life insurance products covering death and personal accident. It serves retail customers, account and non-account holders, individuals and legal entities, high income clients, microenterprises, and small companies, as well as middle-market companies and high net worth clients. The company was formerly known as Itaú Unibanco Banco Múltiplo S.A. and changed its name to Itaú Unibanco Holding S.A. in April 2009. The company was incorporated in 1924 and is headquartered in São Paulo, Brazil. Itaú Unibanco Holding S.A. operates as a subsidiary of IUPAR - Itaú Unibanco Participações S.A.","{'maxAge': 1, 'name': 'Mr. Gabriel Amado de Moura', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,10,6,8,1719792000,http://ww13.itau.com.br/portalri/index.aspx?idioma=ing&AspxAutoDetectCookieSupport=1,86400,2,34.19,34.3,34.05,34.33,34.19,34.3,34.05,34.33,0.21,0.0062,1722470400,0.33830002,3.37,0.573,9.457064,7.5032964,15764100,15764100,22718232,20033730,20033730,34.13,34.18,309806497792,26.36,35.95,2.3834019,32.477,32.3441,2.148,0.06282539,BRL,801117175808,0.27357998,5293908552,4834160128,3.0000001e-05,0.48544997,9031319552,18.929,1.8035817,1703980800,1735603200,1711843200,0.334,35561000960,3.61,4.55,0.83,3:2,1542758400,6.163,0.18880391,0.21656322,0.01765,1733097600,SAO,EQUITY,ITUB4.SA,ITUB4.SA,ITAUUNIBANCOPN      N1,Itaú Unibanco Holding S.A.,977400000,America/Sao_Paulo,BRT,1ed1ef88-04c6-3506-8877-ef3ce90139f4,finmb_873831,-10800000,34.14,44.0,30.0,37.79,38.5,2.0,buy,12,445123985408,45.411,902978011136,129985003520,13.267,0.01456,0.19393998,29998999552,0.333,0.196,0.36925,BRL,0.8327
