,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-07-31,2024-05-06,1.07,1.01,1.03,41061600000,40586200000,40783600000
