Date,Dividends
2019-12-30 00:00:00-03:00,0.64331
2020-11-12 00:00:00-03:00,1.612458
2021-04-01 00:00:00-03:00,2.185775
2021-07-16 00:00:00-03:00,1.433295
2021-12-17 00:00:00-03:00,5.494409
2022-05-02 00:00:00-03:00,1.433324
2022-11-10 00:00:00-03:00,1.385547
2022-12-27 00:00:00-03:00,0.155277
2023-04-28 00:00:00-03:00,1.122771
2023-11-22 00:00:00-03:00,1.624434
2024-04-30 00:00:00-03:00,0.740551
