,address1,address2,city,state,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1450 Paulista Avenue,9th Floor,São Paulo,SP,01310-917,Brazil,https://www.bradespar.com.br,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Bradespar S.A., through its interest in VALE, operates as a mining company in the production of iron ore and pellets, and nickel. The company also produces copper, thermal and metallurgical coal, manganese, platinum group metals, gold, silver, and cobalt, as well as raw materials for the steel industry with applications in the stainless steel industry, and metal alloys used in the production of various products. In addition, it operates logistics systems, including railways, ports, and terminals, as well as engages in power generation business. The company was founded in 1942 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Fernando Jorge Buso Gomes', 'age': 67, 'title': 'CEO, Chief Investor Relations Officer & Member of Executive Board', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.64,18.64,18.5,18.71,18.64,18.64,18.5,18.71,2.15,0.115600005,1714435200,0.5083,10.43,0.832,5.255682,3.0528054,1626400,1626400,3313427,2737610,2737610,18.5,18.56,7177796608,17.5,27.15,452.68646,18.947,21.62225,2.699,0.14479613,BRL,6619254784,92.80026,303321206,255107008,0.122250006,0.62876,393768000,20.896,0.88533694,1703980800,1735603200,1711843200,-0.553,1471441024,3.52,6.06,-0.15,11.295:10,1632182400,417.461,-0.2268768,0.21656322,0.814606,1714435200,SAO,EQUITY,BRAP4.SA,BRAP4.SA,BRADESPAR   PN      N1,Bradespar S.A.,946900800,America/Sao_Paulo,BRT,84600b08-1069-3f30-80a0-bdc5cb410c5e,finmb_1078849,-10800000,18.5,29.0,18.0,25.02,27.3,2.2,buy,5,710878976,1.808,2813000,12.257,12.263,15856000,0.034,0.04,-0.0038,0.18806,-556608512,1080713984,-0.553,1.0,0.61094004,BRL,
1,1450 Paulista Avenue,9th Floor,São Paulo,SP,01310-917,Brazil,https://www.bradespar.com.br,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Bradespar S.A., through its interest in VALE, operates as a mining company in the production of iron ore and pellets, and nickel. The company also produces copper, thermal and metallurgical coal, manganese, platinum group metals, gold, silver, and cobalt, as well as raw materials for the steel industry with applications in the stainless steel industry, and metal alloys used in the production of various products. In addition, it operates logistics systems, including railways, ports, and terminals, as well as engages in power generation business. The company was founded in 1942 and is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': ""Mr. Marcelo Santos Dall'Occo"", 'age': 57, 'title': 'Executive Officer & Member of Management Board', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.64,18.64,18.5,18.71,18.64,18.64,18.5,18.71,2.15,0.115600005,1714435200,0.5083,10.43,0.832,5.255682,3.0528054,1626400,1626400,3313427,2737610,2737610,18.5,18.56,7177796608,17.5,27.15,452.68646,18.947,21.62225,2.699,0.14479613,BRL,6619254784,92.80026,303321206,255107008,0.122250006,0.62876,393768000,20.896,0.88533694,1703980800,1735603200,1711843200,-0.553,1471441024,3.52,6.06,-0.15,11.295:10,1632182400,417.461,-0.2268768,0.21656322,0.814606,1714435200,SAO,EQUITY,BRAP4.SA,BRAP4.SA,BRADESPAR   PN      N1,Bradespar S.A.,946900800,America/Sao_Paulo,BRT,84600b08-1069-3f30-80a0-bdc5cb410c5e,finmb_1078849,-10800000,18.5,29.0,18.0,25.02,27.3,2.2,buy,5,710878976,1.808,2813000,12.257,12.263,15856000,0.034,0.04,-0.0038,0.18806,-556608512,1080713984,-0.553,1.0,0.61094004,BRL,
