,address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Rua Mar de Espanha, 525",Bairro Santo Antonio,Belo Horizonte,MG,30330-270,Brazil,55 31 3250 2015,https://www.copasa.com.br,Utilities - Regulated Water,utilities-regulated-water,Utilities - Regulated Water,Utilities,utilities,Utilities,"Companhia de Saneamento de Minas Gerais plans, designs, performs, expands, remodels, manages, and provides water supply and sewage treatment services in Brazil and internationally. It engages in the collection, recycling, treatment, and final disposal of sanitary sewage; drainage and management of urban rainwater; supply of drinking water; and collection, transport, transfer, treatment, and destination of urban, domestic, and industrial waste. The company was formerly known as Companhia Mineira de Água e Esgotos and changed its name to Companhia de Saneamento de Minas Gerais in November 1974. The company was founded in 1963 and is headquartered in Belo Horizonte, Brazil.",10132,"{'maxAge': 1, 'name': 'Mr. Guilherme Augusto Duarte de Faria', 'title': 'CEO, Chief Relationship and Marketing Officer, Member of Exec. Board & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,2,5,2,1719792000,86400,2,22.08,22.05,21.74,22.26,22.08,22.05,21.74,22.26,1.87,0.0848,1719360000,0.3726,5.41,0.683,5.9076085,6.4895525,1237200,1237200,1409129,1409560,1409560,21.86,21.87,8243394560,15.63,22.89,1.0940036,20.4088,20.2381,1.335,0.060461957,BRL,12279452672,0.18489,188930759,379180992,0.50032,0.21358,379180992,20.447,1.0632366,1703980800,1735603200,1711843200,0.041,1393190016,3.68,3.35,1.49,3:1,1606348800,1.63,4.928,0.088757396,0.21656322,0.38471,1719360000,SAO,EQUITY,CSMG3.SA,CSMG3.SA,COPASA      ON      NM,Companhia de Saneamento de Minas Gerais,1139400000,America/Sao_Paulo,BRT,f74e463f-7cab-3230-959f-287c3ccfcbbc,finmb_22615575,-10800000,21.74,26.0,20.0,22.51,22.09,2.8,hold,9,783598016,2.067,2491898880,4690733056,1.091,1.212,7535071232,60.503,19.872,0.07877,0.18315001,206667744,1889859968,0.042,0.075,0.41342998,0.33071,0.27332002,BRL,
1,"Rua Mar de Espanha, 525",Bairro Santo Antonio,Belo Horizonte,MG,30330-270,Brazil,55 31 3250 2015,https://www.copasa.com.br,Utilities - Regulated Water,utilities-regulated-water,Utilities - Regulated Water,Utilities,utilities,Utilities,"Companhia de Saneamento de Minas Gerais plans, designs, performs, expands, remodels, manages, and provides water supply and sewage treatment services in Brazil and internationally. It engages in the collection, recycling, treatment, and final disposal of sanitary sewage; drainage and management of urban rainwater; supply of drinking water; and collection, transport, transfer, treatment, and destination of urban, domestic, and industrial waste. The company was formerly known as Companhia Mineira de Água e Esgotos and changed its name to Companhia de Saneamento de Minas Gerais in November 1974. The company was founded in 1963 and is headquartered in Belo Horizonte, Brazil.",10132,"{'maxAge': 1, 'name': 'Mr. Carlos Augusto Botrel Berto', 'title': 'Chief Financial & Investor Relations Officer and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,2,5,2,1719792000,86400,2,22.08,22.05,21.74,22.26,22.08,22.05,21.74,22.26,1.87,0.0848,1719360000,0.3726,5.41,0.683,5.9076085,6.4895525,1237200,1237200,1409129,1409560,1409560,21.86,21.87,8243394560,15.63,22.89,1.0940036,20.4088,20.2381,1.335,0.060461957,BRL,12279452672,0.18489,188930759,379180992,0.50032,0.21358,379180992,20.447,1.0632366,1703980800,1735603200,1711843200,0.041,1393190016,3.68,3.35,1.49,3:1,1606348800,1.63,4.928,0.088757396,0.21656322,0.38471,1719360000,SAO,EQUITY,CSMG3.SA,CSMG3.SA,COPASA      ON      NM,Companhia de Saneamento de Minas Gerais,1139400000,America/Sao_Paulo,BRT,f74e463f-7cab-3230-959f-287c3ccfcbbc,finmb_22615575,-10800000,21.74,26.0,20.0,22.51,22.09,2.8,hold,9,783598016,2.067,2491898880,4690733056,1.091,1.212,7535071232,60.503,19.872,0.07877,0.18315001,206667744,1889859968,0.042,0.075,0.41342998,0.33071,0.27332002,BRL,
2,"Rua Mar de Espanha, 525",Bairro Santo Antonio,Belo Horizonte,MG,30330-270,Brazil,55 31 3250 2015,https://www.copasa.com.br,Utilities - Regulated Water,utilities-regulated-water,Utilities - Regulated Water,Utilities,utilities,Utilities,"Companhia de Saneamento de Minas Gerais plans, designs, performs, expands, remodels, manages, and provides water supply and sewage treatment services in Brazil and internationally. It engages in the collection, recycling, treatment, and final disposal of sanitary sewage; drainage and management of urban rainwater; supply of drinking water; and collection, transport, transfer, treatment, and destination of urban, domestic, and industrial waste. The company was formerly known as Companhia Mineira de Água e Esgotos and changed its name to Companhia de Saneamento de Minas Gerais in November 1974. The company was founded in 1963 and is headquartered in Belo Horizonte, Brazil.",10132,"{'maxAge': 1, 'name': 'Guilherme Frasson Neto', 'title': 'Director of Operations & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,2,5,2,1719792000,86400,2,22.08,22.05,21.74,22.26,22.08,22.05,21.74,22.26,1.87,0.0848,1719360000,0.3726,5.41,0.683,5.9076085,6.4895525,1237200,1237200,1409129,1409560,1409560,21.86,21.87,8243394560,15.63,22.89,1.0940036,20.4088,20.2381,1.335,0.060461957,BRL,12279452672,0.18489,188930759,379180992,0.50032,0.21358,379180992,20.447,1.0632366,1703980800,1735603200,1711843200,0.041,1393190016,3.68,3.35,1.49,3:1,1606348800,1.63,4.928,0.088757396,0.21656322,0.38471,1719360000,SAO,EQUITY,CSMG3.SA,CSMG3.SA,COPASA      ON      NM,Companhia de Saneamento de Minas Gerais,1139400000,America/Sao_Paulo,BRT,f74e463f-7cab-3230-959f-287c3ccfcbbc,finmb_22615575,-10800000,21.74,26.0,20.0,22.51,22.09,2.8,hold,9,783598016,2.067,2491898880,4690733056,1.091,1.212,7535071232,60.503,19.872,0.07877,0.18315001,206667744,1889859968,0.042,0.075,0.41342998,0.33071,0.27332002,BRL,
3,"Rua Mar de Espanha, 525",Bairro Santo Antonio,Belo Horizonte,MG,30330-270,Brazil,55 31 3250 2015,https://www.copasa.com.br,Utilities - Regulated Water,utilities-regulated-water,Utilities - Regulated Water,Utilities,utilities,Utilities,"Companhia de Saneamento de Minas Gerais plans, designs, performs, expands, remodels, manages, and provides water supply and sewage treatment services in Brazil and internationally. It engages in the collection, recycling, treatment, and final disposal of sanitary sewage; drainage and management of urban rainwater; supply of drinking water; and collection, transport, transfer, treatment, and destination of urban, domestic, and industrial waste. The company was formerly known as Companhia Mineira de Água e Esgotos and changed its name to Companhia de Saneamento de Minas Gerais in November 1974. The company was founded in 1963 and is headquartered in Belo Horizonte, Brazil.",10132,"{'maxAge': 1, 'name': 'Cleyson Jacomini de Sousa', 'title': 'Director of Customer Relations & Regulation and Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,2,5,2,1719792000,86400,2,22.08,22.05,21.74,22.26,22.08,22.05,21.74,22.26,1.87,0.0848,1719360000,0.3726,5.41,0.683,5.9076085,6.4895525,1237200,1237200,1409129,1409560,1409560,21.86,21.87,8243394560,15.63,22.89,1.0940036,20.4088,20.2381,1.335,0.060461957,BRL,12279452672,0.18489,188930759,379180992,0.50032,0.21358,379180992,20.447,1.0632366,1703980800,1735603200,1711843200,0.041,1393190016,3.68,3.35,1.49,3:1,1606348800,1.63,4.928,0.088757396,0.21656322,0.38471,1719360000,SAO,EQUITY,CSMG3.SA,CSMG3.SA,COPASA      ON      NM,Companhia de Saneamento de Minas Gerais,1139400000,America/Sao_Paulo,BRT,f74e463f-7cab-3230-959f-287c3ccfcbbc,finmb_22615575,-10800000,21.74,26.0,20.0,22.51,22.09,2.8,hold,9,783598016,2.067,2491898880,4690733056,1.091,1.212,7535071232,60.503,19.872,0.07877,0.18315001,206667744,1889859968,0.042,0.075,0.41342998,0.33071,0.27332002,BRL,
4,"Rua Mar de Espanha, 525",Bairro Santo Antonio,Belo Horizonte,MG,30330-270,Brazil,55 31 3250 2015,https://www.copasa.com.br,Utilities - Regulated Water,utilities-regulated-water,Utilities - Regulated Water,Utilities,utilities,Utilities,"Companhia de Saneamento de Minas Gerais plans, designs, performs, expands, remodels, manages, and provides water supply and sewage treatment services in Brazil and internationally. It engages in the collection, recycling, treatment, and final disposal of sanitary sewage; drainage and management of urban rainwater; supply of drinking water; and collection, transport, transfer, treatment, and destination of urban, domestic, and industrial waste. The company was formerly known as Companhia Mineira de Água e Esgotos and changed its name to Companhia de Saneamento de Minas Gerais in November 1974. The company was founded in 1963 and is headquartered in Belo Horizonte, Brazil.",10132,"{'maxAge': 1, 'name': 'Mr. Pablo Ferraço Andreão', 'title': 'Chief Tech., and Business Dev., Environment Officer & Mem. of the Exe. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",6,3,2,5,2,1719792000,86400,2,22.08,22.05,21.74,22.26,22.08,22.05,21.74,22.26,1.87,0.0848,1719360000,0.3726,5.41,0.683,5.9076085,6.4895525,1237200,1237200,1409129,1409560,1409560,21.86,21.87,8243394560,15.63,22.89,1.0940036,20.4088,20.2381,1.335,0.060461957,BRL,12279452672,0.18489,188930759,379180992,0.50032,0.21358,379180992,20.447,1.0632366,1703980800,1735603200,1711843200,0.041,1393190016,3.68,3.35,1.49,3:1,1606348800,1.63,4.928,0.088757396,0.21656322,0.38471,1719360000,SAO,EQUITY,CSMG3.SA,CSMG3.SA,COPASA      ON      NM,Companhia de Saneamento de Minas Gerais,1139400000,America/Sao_Paulo,BRT,f74e463f-7cab-3230-959f-287c3ccfcbbc,finmb_22615575,-10800000,21.74,26.0,20.0,22.51,22.09,2.8,hold,9,783598016,2.067,2491898880,4690733056,1.091,1.212,7535071232,60.503,19.872,0.07877,0.18315001,206667744,1889859968,0.042,0.075,0.41342998,0.33071,0.27332002,BRL,
