Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-24 00:00:00-03:00,6.158060647730799,6.158060647730799,6.042975743819961,6.068085193634033,32214,0.0,0.0
2019-07-25 00:00:00-03:00,6.082731862576762,6.082731862576762,5.96346265413623,6.0597147941589355,20581,0.0,0.0
2019-07-26 00:00:00-03:00,6.036698268646111,6.105748582159338,5.944630886347181,6.04506778717041,24832,0.0,0.0
2019-07-29 00:00:00-03:00,5.940445001074229,6.011588132501673,5.888134177015915,6.007403373718262,16778,0.0,0.0
2019-07-30 00:00:00-03:00,5.944631409441445,6.051345904970117,5.944631409441445,6.038791179656982,42505,0.0,0.0
2019-07-31 00:00:00-03:00,6.028329211232669,6.04925345711539,5.948816541171919,5.982295513153076,38254,0.0,0.0
2019-08-01 00:00:00-03:00,5.927891370053642,5.955092751528939,5.816991232423279,5.831638336181641,64429,0.0,0.0
2019-08-02 00:00:00-03:00,5.816991634642187,5.816991634642187,5.693537657180536,5.775143146514893,35122,0.0,0.0
2019-08-05 00:00:00-03:00,5.710277827654365,5.710277827654365,5.480108901190014,5.526142597198486,41163,0.0,0.0
2019-08-06 00:00:00-03:00,5.595192283846494,5.595192283846494,5.467553119731146,5.542881011962891,99552,0.0,0.0
2019-08-07 00:00:00-03:00,5.469646198068015,5.509402751922607,5.394318296211179,5.509402751922607,40044,0.0,0.0
2019-08-08 00:00:00-03:00,5.611931987389977,5.63494905506865,5.5135870245058864,5.586822986602783,36017,0.0,0.0
2019-08-09 00:00:00-03:00,5.524050176813163,5.524050176813163,5.459184169769287,5.459184169769287,25055,0.0,0.0
2019-08-12 00:00:00-03:00,5.421519810510492,5.517771950351624,5.421519810510492,5.484292984008789,129082,0.0,0.0
2019-08-13 00:00:00-03:00,5.488477843418563,5.614024639129639,5.473830739573368,5.614024639129639,12527,0.0,0.0
2019-08-14 00:00:00-03:00,5.576360768283326,5.576360768283326,5.440351631518372,5.4926629066467285,52348,0.0,0.0
2019-08-15 00:00:00-03:00,5.454998296754318,5.454998296754318,5.335729099035763,5.4152421951293945,15883,0.0,0.0
2019-08-16 00:00:00-03:00,5.342007177792918,5.421519834819146,5.342007177792918,5.408965110778809,4697,0.0,0.0
2019-08-19 00:00:00-03:00,5.408966219857021,5.408966219857021,5.275050326426536,5.388041973114014,34228,0.0,0.0
2019-08-20 00:00:00-03:00,5.3964115559556385,5.415243869307428,5.254125247899161,5.377579689025879,23937,0.0,0.0
2019-08-21 00:00:00-03:00,5.348283596207296,5.429888621844685,5.3085274962601545,5.375485420227051,12080,0.0,0.0
2019-08-22 00:00:00-03:00,5.385948220145969,5.4508137702941895,5.362931152816136,5.4508137702941895,28187,0.0,0.0
2019-08-23 00:00:00-03:00,5.398503737748505,5.440352676605953,5.233200808720297,5.33573055267334,36465,0.0,0.0
2019-08-26 00:00:00-03:00,5.335729575102171,5.335729575102171,5.193443298339844,5.193443298339844,12527,0.0,0.0
2019-08-27 00:00:00-03:00,5.285511064266345,5.287603443838314,5.2039055824279785,5.2039055824279785,5145,0.0,0.0
2019-08-28 00:00:00-03:00,5.176704356157556,5.295974023404214,5.176704356157556,5.254124641418457,7606,0.0,0.0
2019-08-29 00:00:00-03:00,5.295973763368863,5.440351981305173,5.295973763368863,5.438259601593018,9395,0.0,0.0
2019-08-30 00:00:00-03:00,5.503124657545862,5.540788828202896,5.346191729196344,5.440351486206055,14765,0.0,0.0
2019-09-02 00:00:00-03:00,5.505216824767464,5.5889151273627045,5.505216824767464,5.544973373413086,26845,0.0,0.0
2019-09-03 00:00:00-03:00,5.544973587246371,5.563805895785847,5.4089649005361515,5.440351486206055,19015,0.0,0.0
2019-09-04 00:00:00-03:00,5.528234403119679,5.628671750539128,5.509402539985389,5.5407891273498535,13870,0.0,0.0
2019-09-05 00:00:00-03:00,5.576361441319778,5.609840411446375,5.572176681659449,5.607748031616211,24832,0.0,0.0
2019-09-06 00:00:00-03:00,5.616117881706067,5.704000064873131,5.549159049987793,5.549159049987793,9172,0.0,0.0
2019-09-09 00:00:00-03:00,5.6286709564086905,5.676797020482793,5.582637271674087,5.664242744445801,30648,0.0,0.0
2019-09-10 00:00:00-03:00,5.662150456935695,5.750033076080139,5.649596179705277,5.7228312492370605,37136,0.0,0.0
2019-09-11 00:00:00-03:00,5.722832196457481,5.760496373648519,5.695630811534057,5.727017402648926,19910,0.0,0.0
2019-09-12 00:00:00-03:00,5.756311199436478,5.940445973098911,5.754218373280438,5.932076454162598,34004,0.0,0.0
2019-09-13 00:00:00-03:00,5.984387249916215,5.984387249916215,5.865118480854722,5.936261177062988,18344,0.0,0.0
2019-09-16 00:00:00-03:00,5.829546057479198,5.892319679260254,5.816991333122987,5.892319679260254,10514,0.0,0.0
2019-09-17 00:00:00-03:00,5.858841341336176,5.9739258061392855,5.837916649687251,5.942539215087891,17449,0.0,0.0
2019-09-18 00:00:00-03:00,5.852563720104238,5.940445899963379,5.827453824338553,5.940445899963379,15212,0.0,0.0
2019-09-19 00:00:00-03:00,5.9132434683325785,6.0157727343833605,5.883949264768962,5.959277153015137,51006,0.0,0.0
2019-09-20 00:00:00-03:00,5.963462715733269,6.024143510379127,5.906966680325901,5.911151885986328,40044,0.0,0.0
2019-09-23 00:00:00-03:00,5.900689427312494,5.999033946046051,5.858840496471395,5.996941566467285,39149,0.0,0.0
2019-09-24 00:00:00-03:00,5.932075824664978,5.932075824664978,5.837915621669777,5.8839497566223145,14765,0.0,0.0
2019-09-25 00:00:00-03:00,5.8169913511021445,5.990664666548234,5.8169913511021445,5.890227317810059,32662,0.0,0.0
2019-09-26 00:00:00-03:00,5.950908599390075,5.976018050229437,5.921614388884813,5.961370944976807,26845,0.0,0.0
2019-09-27 00:00:00-03:00,5.996942276494963,6.047160731596903,5.963463306427002,5.963463306427002,22147,0.0,0.0
2019-09-30 00:00:00-03:00,5.973925637872125,6.036698818206787,5.963463292342355,6.036698818206787,29977,0.0,0.0
2019-10-01 00:00:00-03:00,6.036698795286535,6.072270144961924,5.967648029327393,5.967648029327393,10514,0.0,0.0
2019-10-02 00:00:00-03:00,5.963462780209022,5.963462780209022,5.6914449447493425,5.7521257400512695,18568,0.0,0.0
2019-10-03 00:00:00-03:00,5.773050766750725,5.810714495349683,5.63494968451793,5.775143146514893,35570,0.0,0.0
2019-10-04 00:00:00-03:00,5.837915884278265,5.984386920928955,5.837915884278265,5.984386920928955,15436,0.0,0.0
2019-10-07 00:00:00-03:00,5.984387213103927,6.0053119030310205,5.886042688281241,5.940445899963379,8724,0.0,0.0
2019-10-08 00:00:00-03:00,5.97811025866134,5.97811025866134,5.833731590107527,5.844193935394287,7158,0.0,0.0
2019-10-09 00:00:00-03:00,6.003218907424976,6.003218907424976,5.850471175232343,5.894412040710449,5369,0.0,0.0
2019-10-10 00:00:00-03:00,5.946723864422503,6.036698876144928,5.946723864422503,5.9550933837890625,9172,0.0,0.0
2019-10-11 00:00:00-03:00,6.053438144070858,6.13504363349829,6.053438144070858,6.126673221588135,35122,0.0,0.0
2019-10-14 00:00:00-03:00,6.072268842643777,6.145504798945227,6.019958019256592,6.019958019256592,8277,0.0,0.0
2019-10-15 00:00:00-03:00,6.128765877248989,6.162245291848229,6.076454598852772,6.160152912139893,36017,0.0,0.0
2019-10-16 00:00:00-03:00,6.078547491831604,6.151783466339111,6.0680855924065265,6.151783466339111,7382,0.0,0.0
2019-10-17 00:00:00-03:00,6.160152376236486,6.160152376236486,6.0115885192274705,6.0178656578063965,14988,0.0,0.0
2019-10-18 00:00:00-03:00,6.028328669132512,6.028328669132512,5.919521796767255,5.992757320404053,8277,0.0,0.0
2019-10-21 00:00:00-03:00,5.9948494692776775,6.026236057281494,5.963462881273861,6.026236057281494,9843,0.0,0.0
2019-10-22 00:00:00-03:00,5.963463505585991,6.053438519662226,5.9111526689105505,6.005312442779541,11409,0.0,0.0
2019-10-23 00:00:00-03:00,5.994848865529899,5.994848865529899,5.940445213710628,5.971831798553467,23937,0.0,0.0
2019-10-24 00:00:00-03:00,5.973925949346405,5.973925949346405,5.911152765738816,5.919522285461426,2684,0.0,0.0
2019-10-25 00:00:00-03:00,5.969740286661769,6.128766059875488,5.969740286661769,6.128766059875488,19015,0.0,0.0
2019-10-28 00:00:00-03:00,6.116210775179302,6.262681809944439,6.116210775179302,6.214555740356445,110066,0.0,0.0
2019-10-29 00:00:00-03:00,6.187354369529238,6.233388062934696,6.187354369529238,6.216648578643799,12304,0.0,0.0
2019-10-30 00:00:00-03:00,6.225018580640969,6.225018580640969,6.160153022829195,6.212463855743408,6711,0.0,0.0
2019-10-31 00:00:00-03:00,6.212464080281423,6.212464080281423,5.994849882509686,6.036698818206787,73601,0.0,0.0
2019-11-01 00:00:00-03:00,6.051345704664975,6.212463855743408,6.051345704664975,6.212463855743408,57046,0.0,0.0
2019-11-04 00:00:00-03:00,6.193632963479093,6.27733039855957,6.168523509743933,6.27733039855957,61968,0.0,0.0
2019-11-05 00:00:00-03:00,6.258497317052274,6.281513939824931,6.206186486080275,6.24594259262085,14988,0.0,0.0
2019-11-06 00:00:00-03:00,6.210370599108126,6.273143768310547,6.172706429733532,6.273143768310547,191051,0.0,0.0
2019-11-07 00:00:00-03:00,6.27732881173692,6.338009604239256,6.231295122473834,6.302438259124756,248992,0.0,0.0
2019-11-08 00:00:00-03:00,6.235480559472729,6.235480559472729,6.095286650474633,6.1245808601379395,25950,0.0,0.0
2019-11-11 00:00:00-03:00,6.176892197388918,6.176892197388918,6.026235952596988,6.114118576049805,43847,0.0,0.0
2019-11-12 00:00:00-03:00,6.0848249406118295,6.0994720458984375,6.024144139627593,6.0994720458984375,210066,0.0,0.0
2019-11-13 00:00:00-03:00,6.070178005255246,6.070178005255246,5.927892154503571,6.005312442779541,51230,0.0,0.0
2019-11-14 00:00:00-03:00,5.988572066307679,6.080639000162129,5.9843868607155315,6.063899517059326,66442,0.0,0.0
2019-11-18 00:00:00-03:00,6.103656220891708,6.193631670252202,6.017865977227894,6.042975425720215,54586,0.0,0.0
2019-11-19 00:00:00-03:00,6.045068616993977,6.118304146244541,6.0094972655388466,6.065993309020996,35346,0.0,0.0
2019-11-21 00:00:00-03:00,6.047160491998242,6.181077259808038,6.022051488653124,6.141320705413818,153243,0.0,0.0
2019-11-22 00:00:00-03:00,6.17689241817128,6.312900671071904,6.168522452886248,6.298254013061523,367113,0.0,0.0
2019-11-25 00:00:00-03:00,6.3610278415582435,6.421708198794757,6.285699931967601,6.3401031494140625,84116,0.0,0.0
2019-11-26 00:00:00-03:00,6.31917829004363,6.469834541016859,6.291976460750936,6.438447952270508,58165,0.0,0.0
2019-11-27 00:00:00-03:00,6.4447245597839355,6.4656488017480065,6.321270148287954,6.4447245597839355,41610,0.0,0.0
2019-11-28 00:00:00-03:00,6.4342629116671315,6.488666571649946,6.409153461456299,6.409153461456299,20357,0.0,0.0
2019-11-29 00:00:00-03:00,6.407060781125253,6.425893091110954,6.344287158542834,6.381951332092285,12975,0.0,0.0
2019-12-02 00:00:00-03:00,6.3798588219188055,6.545161724090576,6.3798588219188055,6.545161724090576,66219,0.0,0.0
2019-12-03 00:00:00-03:00,6.549346420622164,6.549346420622164,6.402874946594238,6.402874946594238,9395,0.0,0.0
2019-12-04 00:00:00-03:00,6.363119682043386,6.448909930433096,6.363119682043386,6.425893306732178,26621,0.0,0.0
2019-12-05 00:00:00-03:00,6.482388972794823,6.628860021358926,6.465649488162064,6.62258243560791,148769,0.0,0.0
2019-12-06 00:00:00-03:00,6.633044050349575,6.664430636381832,6.633044050349575,6.6623382568359375,14765,0.0,0.0
2019-12-09 00:00:00-03:00,6.695818357501612,6.902970663990812,6.695818357501612,6.781609058380127,17897,0.0,0.0
2019-12-10 00:00:00-03:00,6.752313404669883,6.798347091916491,6.7292963378356285,6.783699989318848,53243,0.0,0.0
2019-12-11 00:00:00-03:00,6.756499463126507,6.890415791716525,6.756499463126507,6.869491100311279,31096,0.0,0.0
2019-12-12 00:00:00-03:00,6.888322827163441,6.965743107378466,6.854843413041257,6.957373142242432,34899,0.0,0.0
2019-12-13 00:00:00-03:00,7.0013142053081125,7.074550169978727,6.978297136820555,7.072457790374756,17225,0.0,0.0
2019-12-16 00:00:00-03:00,7.177079509267922,7.177079509267922,7.093382092297776,7.131045818328857,131319,0.0,0.0
2019-12-17 00:00:00-03:00,7.131045049588315,7.131045049588315,7.049440021036861,7.105936050415039,23042,0.0,0.0
2019-12-18 00:00:00-03:00,7.137323886706463,7.154063371233508,7.024331808121453,7.061995983123779,63087,0.0,0.0
2019-12-19 00:00:00-03:00,7.074551291940153,7.156156341546563,7.072458912004349,7.114307403564453,18791,0.0,0.0
2019-12-20 00:00:00-03:00,7.156155407791962,7.2963488629961,7.091289852557829,7.252407550811768,13646,0.0,0.0
2019-12-23 00:00:00-03:00,7.296348673379431,7.438634950970582,7.296348673379431,7.426080226898193,518119,0.0,0.0
2019-12-26 00:00:00-03:00,7.470022758961449,7.5035021774342106,7.432359027009853,7.457468032836914,23937,0.0,0.0
2019-12-27 00:00:00-03:00,7.532795686408034,7.566274655333572,7.4532825771824225,7.557904243469238,34675,0.0,0.0
2019-12-30 00:00:00-03:00,7.725527296659901,7.725527296659901,7.686300154755086,7.708093166351318,5592,0.64331,0.0
2020-01-02 00:00:00-03:00,7.692839159458582,7.760396480560303,7.666687728410706,7.760396480560303,44742,0.0,0.0
2020-01-03 00:00:00-03:00,7.692839259013218,7.793085637748397,7.583875116552739,7.7909064292907715,15212,0.0,0.0
2020-01-06 00:00:00-03:00,7.758217460825031,7.823595575087444,7.7146318963342875,7.736424446105957,7382,0.0,0.0
2020-01-07 00:00:00-03:00,7.78000948544834,7.895511246799845,7.751678847194296,7.82359504699707,14317,0.0,0.0
2020-01-08 00:00:00-03:00,7.801802433582358,7.827953864841302,7.7582173347473145,7.7582173347473145,109395,0.0,0.0
2020-01-09 00:00:00-03:00,7.762574692632623,7.762574692632623,7.7146307184969105,7.727706432342529,5816,0.0,0.0
