,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-04-25,2024-08-08,1.9,1.11,1.52,7574000000,5163730000,5846060000
