,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-06-25,2024-08-14,1.05,0.7,0.87,1866000000,1715990000,1769330000
