,address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Avenida Doutora Ruth Cardoso, 8501","2nd Floor, Room 11 Pinheiros",São Paulo,SP,05425-070,Brazil,55 11 2874 2590,https://www.aurenenergia.com.br,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Auren Energia S.A. engages in the planning, construction, installation, operation, and maintenance of renewable energy generation assets in Brazil. It operates wind, solar, and hydroelectric energy generation systems with a total installed capacity of 3,030 MW. The company was formerly known as VTRM Energia Participações S.A. and changed its name to Auren Energia S.A. in March 2022. Auren Energia S.A. is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Fabio Rogério Zanfelice', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.3,12.28,12.13,12.32,12.3,12.28,12.13,12.32,0.4,0.0325,1709510400,0.85190004,0.205,17.882353,1840800,1840800,4563079,2134080,2134080,12.16,12.17,12160000000,11.25,15.33,1.9724535,12.2238,12.77115,1.5,0.121951215,BRL,15743879168,-0.04769,612740000,1000000000,0.38726002,0.45746,1013820032,12.223,0.9948458,1703980800,1735603200,1711843200,0.103,-294023008,-0.29,0.68,0.45,2.554,10.163,-0.12330723,0.21656322,0.4,1709510400,SAO,EQUITY,AURE3.SA,AURE3.SA,AUREN       ON      NM,Auren Energia S.A.,1648472400,America/Sao_Paulo,BRT,c9f71a20-4d73-3e78-9739-96446f81adcc,finmb_597679025,-10800000,12.16,17.0,12.0,14.72,14.84,2.6,hold,13,3094615040,3.095,1549137024,6538493952,1.209,1.68,6164911104,53.491,6.165,0.018609999,-0.02122,-1272528768,4813949952,0.103,-0.012,0.2082,0.25128,0.29192,BRL,
1,"Avenida Doutora Ruth Cardoso, 8501","2nd Floor, Room 11 Pinheiros",São Paulo,SP,05425-070,Brazil,55 11 2874 2590,https://www.aurenenergia.com.br,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Auren Energia S.A. engages in the planning, construction, installation, operation, and maintenance of renewable energy generation assets in Brazil. It operates wind, solar, and hydroelectric energy generation systems with a total installed capacity of 3,030 MW. The company was formerly known as VTRM Energia Participações S.A. and changed its name to Auren Energia S.A. in March 2022. Auren Energia S.A. is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Mario Antonio Bertoncini', 'title': 'VP of Finance & Business Development and Chief Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.3,12.28,12.13,12.32,12.3,12.28,12.13,12.32,0.4,0.0325,1709510400,0.85190004,0.205,17.882353,1840800,1840800,4563079,2134080,2134080,12.16,12.17,12160000000,11.25,15.33,1.9724535,12.2238,12.77115,1.5,0.121951215,BRL,15743879168,-0.04769,612740000,1000000000,0.38726002,0.45746,1013820032,12.223,0.9948458,1703980800,1735603200,1711843200,0.103,-294023008,-0.29,0.68,0.45,2.554,10.163,-0.12330723,0.21656322,0.4,1709510400,SAO,EQUITY,AURE3.SA,AURE3.SA,AUREN       ON      NM,Auren Energia S.A.,1648472400,America/Sao_Paulo,BRT,c9f71a20-4d73-3e78-9739-96446f81adcc,finmb_597679025,-10800000,12.16,17.0,12.0,14.72,14.84,2.6,hold,13,3094615040,3.095,1549137024,6538493952,1.209,1.68,6164911104,53.491,6.165,0.018609999,-0.02122,-1272528768,4813949952,0.103,-0.012,0.2082,0.25128,0.29192,BRL,
2,"Avenida Doutora Ruth Cardoso, 8501","2nd Floor, Room 11 Pinheiros",São Paulo,SP,05425-070,Brazil,55 11 2874 2590,https://www.aurenenergia.com.br,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Auren Energia S.A. engages in the planning, construction, installation, operation, and maintenance of renewable energy generation assets in Brazil. It operates wind, solar, and hydroelectric energy generation systems with a total installed capacity of 3,030 MW. The company was formerly known as VTRM Energia Participações S.A. and changed its name to Auren Energia S.A. in March 2022. Auren Energia S.A. is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Ms. Marcia Maria Cunha Silva', 'title': 'Vice President of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.3,12.28,12.13,12.32,12.3,12.28,12.13,12.32,0.4,0.0325,1709510400,0.85190004,0.205,17.882353,1840800,1840800,4563079,2134080,2134080,12.16,12.17,12160000000,11.25,15.33,1.9724535,12.2238,12.77115,1.5,0.121951215,BRL,15743879168,-0.04769,612740000,1000000000,0.38726002,0.45746,1013820032,12.223,0.9948458,1703980800,1735603200,1711843200,0.103,-294023008,-0.29,0.68,0.45,2.554,10.163,-0.12330723,0.21656322,0.4,1709510400,SAO,EQUITY,AURE3.SA,AURE3.SA,AUREN       ON      NM,Auren Energia S.A.,1648472400,America/Sao_Paulo,BRT,c9f71a20-4d73-3e78-9739-96446f81adcc,finmb_597679025,-10800000,12.16,17.0,12.0,14.72,14.84,2.6,hold,13,3094615040,3.095,1549137024,6538493952,1.209,1.68,6164911104,53.491,6.165,0.018609999,-0.02122,-1272528768,4813949952,0.103,-0.012,0.2082,0.25128,0.29192,BRL,
3,"Avenida Doutora Ruth Cardoso, 8501","2nd Floor, Room 11 Pinheiros",São Paulo,SP,05425-070,Brazil,55 11 2874 2590,https://www.aurenenergia.com.br,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"Auren Energia S.A. engages in the planning, construction, installation, operation, and maintenance of renewable energy generation assets in Brazil. It operates wind, solar, and hydroelectric energy generation systems with a total installed capacity of 3,030 MW. The company was formerly known as VTRM Energia Participações S.A. and changed its name to Auren Energia S.A. in March 2022. Auren Energia S.A. is headquartered in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Carlos Curci Neto', 'title': 'Executive Officer of Legal, Corporate Governance & Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.3,12.28,12.13,12.32,12.3,12.28,12.13,12.32,0.4,0.0325,1709510400,0.85190004,0.205,17.882353,1840800,1840800,4563079,2134080,2134080,12.16,12.17,12160000000,11.25,15.33,1.9724535,12.2238,12.77115,1.5,0.121951215,BRL,15743879168,-0.04769,612740000,1000000000,0.38726002,0.45746,1013820032,12.223,0.9948458,1703980800,1735603200,1711843200,0.103,-294023008,-0.29,0.68,0.45,2.554,10.163,-0.12330723,0.21656322,0.4,1709510400,SAO,EQUITY,AURE3.SA,AURE3.SA,AUREN       ON      NM,Auren Energia S.A.,1648472400,America/Sao_Paulo,BRT,c9f71a20-4d73-3e78-9739-96446f81adcc,finmb_597679025,-10800000,12.16,17.0,12.0,14.72,14.84,2.6,hold,13,3094615040,3.095,1549137024,6538493952,1.209,1.68,6164911104,53.491,6.165,0.018609999,-0.02122,-1272528768,4813949952,0.103,-0.012,0.2082,0.25128,0.29192,BRL,
