,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-05-01,2024-08-14,0.56,0.26,0.41,2278290000,1367970000,1823130000
