Date,Dividends,Stock Splits
2019-12-20 00:00:00-03:00,0.25,0.0
2020-12-30 00:00:00-03:00,0.178607,0.0
2021-12-28 00:00:00-03:00,0.31551,0.0
2022-10-24 00:00:00-03:00,0.240125,0.0
2022-12-23 00:00:00-03:00,0.125208,0.0
2023-04-25 00:00:00-03:00,0.02,0.0
2023-10-24 00:00:00-03:00,0.02,0.0
2023-12-22 00:00:00-03:00,0.3356,0.0
2024-04-23 00:00:00-03:00,0.084,0.0
2024-07-23 00:00:00-03:00,0.084,0.0
