,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-06-11,2024-08-08,2.69,0.82,2.04,133467000000,125112000000,129119000000
