Date,Dividends,Stock Splits
2019-12-27 00:00:00-03:00,1.414364,0.0
2020-09-22 00:00:00-03:00,2.40751,0.0
2021-03-05 00:00:00-03:00,4.261646,0.0
2021-06-24 00:00:00-03:00,2.18967,0.0
2021-09-23 00:00:00-03:00,8.197239,0.0
2022-03-09 00:00:00-03:00,3.719256,0.0
2022-08-12 00:00:00-03:00,3.572057,0.0
2022-12-13 00:00:00-03:00,0.292013,0.0
2023-03-14 00:00:00-03:00,1.827646,0.0
2023-08-14 00:00:00-03:00,1.918472,0.0
2023-11-22 00:00:00-03:00,0.765771,0.0
2024-03-12 00:00:00-03:00,2.738548,0.0
