,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-04-28,2024-08-08,1.04,0.86,0.95,9679620000,9029310000,9334230000
